authorized_competitor_id	authorized_competitor_name	role_class	queries_visible_top100	queries_visible_top20	queries_visible_top10	queries_visible_top3	total_ranking_occurrences_top100	best_rank	ranking_url_count	ranking_urls	query_ids	rank_bucket_counts	ambiguous_rows_related	current_visibility_status	claim_boundary
REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	18	15	6	3	33	2	21	https://sellermoon.ru/ || https://sellermoon.ru/faq/wildberries/analitika-ploshadki-na-wb || https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu || https://sellermoon.ru/faq/wildberries/chto-takoe-ctr || https://sellermoon.ru/faq/wildberries/chto-takoe-marzha-marzhinalnost-i-rentabelnost || https://sellermoon.ru/faq/wildberries/drr-na-wb || https://sellermoon.ru/faq/wildberries/finansovyj-otchet-wb || https://sellermoon.ru/faq/wildberries/kak-chitat-finansovyj-otchet || https://sellermoon.ru/faq/wildberries/kak-ispolzovat-nizkochastotnye-zaprosy-dlya-rosta-prodazh || https://sellermoon.ru/faq/wildberries/kak-sozdat-kartochku-tovara-na-wb || https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries || https://sellermoon.ru/faq/wildberries/nejroset-chatgpt-i-marketplejsy || https://sellermoon.ru/faq/wildberries/obzor-lichnogo-kabineta-wildberries || https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries || https://sellermoon.ru/faq/wildberries/poiskovaya-sistema-wb || https://sellermoon.ru/faq/wildberries/populyarnye-zaprosy-wb || https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries || https://sellermoon.ru/tools/ai-assistant || https://sellermoon.ru/tools/ai-chat || https://sellermoon.ru/tools/infographic-analysis || https://sellermoon.ru/tools/search-queries	M4QR2Q00001 || M4QR2Q00002 || M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00014 || M4QR2Q00015 || M4QR2Q00018 || M4QR2Q00024 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00038 || M4QR2Q00042	TOP3:3 || TOP10:5 || 11_20:13 || 21_100:12	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG039	Sellerstats	RELEVANT_ONE_OFF_PRODUCT_VENDOR	22	6	2	1	24	2	2	https://sellerstats.ru/ || https://sellerstats.ru/promo/seo	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00010 || M4QR2Q00012 || M4QR2Q00014 || M4QR2Q00015 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00032 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00038 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043	TOP3:1 || TOP10:1 || 11_20:4 || 21_100:18	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	7	2	0	0	7	11	1	https://sellmonitor.com/	M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00017 || M4QR2Q00019 || M4QR2Q00027 || M4QR2Q00041 || M4QR2Q00043	TOP3:0 || TOP10:0 || 11_20:2 || 21_100:5	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG041	Sellper	RECURRING_PRODUCT_VENDOR	9	5	3	0	9	4	1	https://sellper.ru/	M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00012 || M4QR2Q00015 || M4QR2Q00018 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00042 || M4QR2Q00043	TOP3:0 || TOP10:3 || 11_20:2 || 21_100:4	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG042	Selsup	RECURRING_PRODUCT_VENDOR	26	16	9	0	50	5	31	https://selsup.ru/ || https://selsup.ru/blog/11-sposobov-uvelichit-marzhinalnost-na-marketplejsah/ || https://selsup.ru/blog/analitika-marketplejsov-chto-nuzhno-proveryat-dlya-uspeshnyh-prodazh/ || https://selsup.ru/blog/analitika-prodazh-na-vajldberriz/ || https://selsup.ru/blog/finansovy-otchet-wildberries/ || https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/ || https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/ || https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/ || https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/ || https://selsup.ru/blog/kak-uznat-pribyl-esli-vy-prodayote-tovary-na-marketplejse/ || https://selsup.ru/blog/kak-vesti-uchyot-prodazh-na-marketplejsah-zakazy-ostatki-pribyl/ || https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/ || https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/ || https://selsup.ru/blog/kartochka-tovara-na-vajldberriz-kak-zapolnit-chtoby-prodat-tovar/ || https://selsup.ru/blog/komissii-ozon-2024/ || https://selsup.ru/blog/marzha-i-marzhinalnost-pokazateli-dlya-otsenki-effektivnosti-biznesa/ || https://selsup.ru/blog/otchyot-o-pribylyah-i-ubytkah-iz-selsup-chto-pokazyvaet-i-zachem-nuzhen-selleram-marketplejsov/ || https://selsup.ru/blog/servisy-analitiki-marketplejsov-2024-sravnili-mpstats-moneyplace-marketguru-mayak-sellerfox-i-selsup/ || https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/ || https://selsup.ru/blog/top-10-poiskovyh-zaprosov-na-wildberries/ || https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/ || https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/ || https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/ || https://selsup.ru/blog/yunit-ekonomika-dlya-wildberries-i-ozon/ || https://selsup.ru/help/ || https://selsup.ru/help/raschyot-yunit-ekonomiki-i-roznichnyh-tsen-dlya-marketplejsov/ || https://selsup.ru/help/ruka-na-pulse-po-tovarno/ || https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/ || https://selsup.ru/modul-1s/ || https://selsup.ru/modul-ai-findir/ || https://selsup.ru/modul-pim/	M4QR2Q00008 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00011 || M4QR2Q00012 || M4QR2Q00015 || M4QR2Q00020 || M4QR2Q00022 || M4QR2Q00024 || M4QR2Q00025 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00034 || M4QR2Q00037 || M4QR2Q00038 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:0 || TOP10:10 || 11_20:8 || 21_100:32	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG043	Skillbox	EDITORIAL_OR_PUBLISHER	28	11	6	4	45	1	20	https://skillbox.ru/course/ai-infographics-marketplace/ || https://skillbox.ru/course/profession-marketplace-promotion-specialist/ || https://skillbox.ru/media/code/kak-polzovatsya-chatgpt-v-rossii/ || https://skillbox.ru/media/marketing/5-neyrosetey-pozvolyayuschih-sozdavat-infografiku-dlya-marketpleysov/ || https://skillbox.ru/media/marketing/chto-prodavat-na-wildberries-v-2023-godu-top-populyarnykh-tovarov-i-sovety-po-vyboru/ || https://skillbox.ru/media/marketing/gayd-po-torgovle-na-wildberries-kak-startovat-na-marketpleyse-i-kak-nachat-svoy-biznes/ || https://skillbox.ru/media/marketing/glavnoe-ob-analitike-na-wildberries-vazhnye-otchyety-i-metriki-i-sovety-kak-ikh-primenyat/ || https://skillbox.ru/media/marketing/kak-delat-kartochki-na-wildberries-chtoby-tovar-nahodili-i-pokupali/ || https://skillbox.ru/media/marketing/kak-nachat-prodavat-na-marketpleysakh-podrobnyy-gayd-dlya-tekh-chto-khochet-zarabotat/ || https://skillbox.ru/media/marketing/kak-oformit-kartochki-na-marketpleysah-i-avito-sovety-i-podborka-neyrosetey/ || https://skillbox.ru/media/marketing/kak-ponyat-chto-prodavat-na-wildberries-ponyatnaya-instruktsiya-po-analizu-nishi/ || https://skillbox.ru/media/marketing/kak-rabotat-s-kartochkami-tovarov-na-wildberries-sozdavat-zapolnyat-optimizirovat/ || https://skillbox.ru/media/marketing/kak-ustroen-wb-seller-lichnyy-kabinet-prodavca-na-wildberries/ || https://skillbox.ru/media/marketing/kak-zarabotat-na-wildberries-zapolnyaya-kartochki-tovarov-glavnoe-o-specifike-raboty/ || https://skillbox.ru/media/marketing/mpstats-obzor-servisa-dlya-analiza-prodazh-na-marketpleysakh/ || https://skillbox.ru/media/marketing/neyroseti-dlya-marketpleysov-4-servisa-kotorye-uskoryat-rabotu-v-neskolko-raz/ || https://skillbox.ru/media/marketing/servisy-analitiki-marketpleysov-izuchaem-i-sravnivaem-pyat-populyarnykh-platform/ || https://skillbox.ru/media/marketing/slovar-sellerov-i-menedzherov-na-marketpleysakh-92-termina-kotorye-vazhno-znat/ || https://skillbox.ru/media/marketing/vsya-pravda-ob-udalyennoy-rabote-na-wildberries-za-chto-i-skolko-platyat-menedzheram/ || https://skillbox.ru/media/marketing/vsye-o-seooptimizatsii-kartochek-tovarov-na-wildberries/	M4QR2Q00003 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00011 || M4QR2Q00013 || M4QR2Q00014 || M4QR2Q00016 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00022 || M4QR2Q00024 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00032 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00038 || M4QR2Q00039 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043	TOP3:4 || TOP10:3 || 11_20:9 || 21_100:29	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG044	Softrest	RECURRING_PRODUCT_VENDOR	0	0	0	0	0		0			TOP3:0 || TOP10:0 || 11_20:0 || 21_100:0	0	NOT_OBSERVED_CURRENT_EXACT_QUERY_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG045	Superintellect	RECURRING_PRODUCT_VENDOR	4	3	0	0	9	11	7	https://superintellect.ru/guides/analitika-konkurentov-marketplace-ii || https://superintellect.ru/guides/ii-agent-dlya-prodavca-marketplejsov || https://superintellect.ru/guides/ozon-dlya-proizvoditeley || https://superintellect.ru/guides/ozon-ii-agent-dlya-prodavca || https://superintellect.ru/guides/wildberries-ii-agent-dlya-prodavca || https://superintellect.ru/partners/ozon || https://superintellect.ru/partners/wildberries	M4QR2Q00006 || M4QR2Q00007 || M4QR2Q00008 || M4QR2Q00037	TOP3:0 || TOP10:0 || 11_20:6 || 21_100:3	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG046	Tablichki	RECURRING_PRODUCT_VENDOR	37	10	7	1	57	2	7	https://tablichki.tech/ || https://tablichki.tech/adv_analytics || https://tablichki.tech/ai || https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces || https://tablichki.tech/pnl || https://tablichki.tech/rnp || https://tablichki.tech/unit-economy	M4QR2Q00001 || M4QR2Q00002 || M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00006 || M4QR2Q00007 || M4QR2Q00008 || M4QR2Q00011 || M4QR2Q00012 || M4QR2Q00015 || M4QR2Q00016 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00024 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00028 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00034 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00041 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:1 || TOP10:6 || 11_20:3 || 21_100:47	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG047	Tbank	EDITORIAL_OR_PUBLISHER	33	25	16	5	70	2	35	https://secrets.tbank.ru/biznes-s-nulya/akcii-na-marketpleise/ || https://secrets.tbank.ru/biznes-s-nulya/analiz-wildberries/ || https://secrets.tbank.ru/biznes-s-nulya/chto-prodavat-na-marketpleysah/ || https://secrets.tbank.ru/biznes-s-nulya/kak-nachat-prodavat-na-wildberries-poshagovaya-instrukcziya/ || https://secrets.tbank.ru/biznes-s-nulya/kak-vyyti-na-marketpleys/ || https://secrets.tbank.ru/biznes-s-nulya/kakuyu-nalogovuyu-otchetnost-sdayut-sellery/ || https://secrets.tbank.ru/biznes-s-nulya/postavka-tovara-na-wildberries/ || https://secrets.tbank.ru/biznes-s-nulya/prodazha-na-marketplejse/ || https://secrets.tbank.ru/biznes-s-nulya/servisy-analitiki-marketplejsov/ || https://secrets.tbank.ru/biznes-s-nulya/sistema-nalogooblozheniya-dlya-torgovli-na-marketplejse/ || https://secrets.tbank.ru/blogi-kompanij/biznes-pod-upravleniem-ii/ || https://secrets.tbank.ru/blogi-kompanij/chet-prodazh-s-marketplejsov/ || https://secrets.tbank.ru/blogi-kompanij/effektivnoe-ispolzovanie-reklamy-na-ozon/ || https://secrets.tbank.ru/blogi-kompanij/ii-v-marketplejsah/ || https://secrets.tbank.ru/blogi-kompanij/kak-sdelat-ii-agenta-dlya-sellera/ || https://secrets.tbank.ru/buhgalteriya/uchet-marketplejsov-v-1s/ || https://secrets.tbank.ru/novosti/wb-ii-pomoshnik/ || https://secrets.tbank.ru/online-torgovlya/9-sposobov-uvelichit-marju/ || https://secrets.tbank.ru/online-torgovlya/servis-analitiki-mpstats/ || https://secrets.tbank.ru/razvitie/chistaya-pribyl-na-marketplejse/ || https://secrets.tbank.ru/razvitie/finansovii-otchet-wildberries/ || https://secrets.tbank.ru/razvitie/kartochka-wildberries/ || https://secrets.tbank.ru/razvitie/trafarety-ozon/ || https://secrets.tbank.ru/razvitie/unit-ekonomika-dlya-marketpleysov/ || https://secrets.tbank.ru/razvitie/vidy-pribyli-na-marketplejse/ || https://secrets.tbank.ru/razvitie/yunit-ekonomika/ || https://secrets.tbank.ru/tehnologii/kak-primeniat-ii-na-marketpleisah/ || https://secrets.tbank.ru/tehnologii/neiroseti-dlya-sellera/ || https://secrets.tbank.ru/tehnologii/nejroseti-dlya-marketplejsov/ || https://www.tbank.ru/business/help/reports/t-accounting/marketplace/ozon/ || https://www.tbank.ru/business/help/reports/t-accounting/marketplace/wildberries/ || https://www.tbank.ru/business/help/reports/t-accounting/marketplace/yandex-market/ || https://www.tbank.ru/business/help/sales/seller/start-use/analytics/ || https://www.tbank.ru/business/help/sales/seller/start-use/integration/ || https://www.tbank.ru/business/marketplace/	M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00006 || M4QR2Q00007 || M4QR2Q00008 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00011 || M4QR2Q00012 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00025 || M4QR2Q00026 || M4QR2Q00027 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00034 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00043 || M4QR2Q00044 || M4QR2Q00045	TOP3:5 || TOP10:14 || 11_20:14 || 21_100:37	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG048	Tochka	EDITORIAL_OR_PUBLISHER	27	17	14	3	43	1	28	https://allo.tochka.com/accountant-marketplace || https://allo.tochka.com/analytics-marketplace || https://allo.tochka.com/nanyat-manager-marketplace || https://allo.tochka.com/wildberries-card || https://reklama.tochka.com/blog/chto-takoe-drr-dolya-reklamnyh-rashodov-na-marketpleysah || https://reklama.tochka.com/blog/kak-najti-kluchevye-zaprosy-na-wildberries || https://reklama.tochka.com/blog/kak-ocenit-effektivnost-reklamy-na-wildberries || https://reklama.tochka.com/blog/kak-raschitat-reklamniy-budzhet-i-stavki-na-wildberries || https://reklama.tochka.com/blog/kak-rasschitat-marzhinalnost-na-marketpleysah || https://reklama.tochka.com/blog/marzhinalnost-na-marketpleysah || https://reklama.tochka.com/blog/poiskovye-algoritmy-wildberries || https://tochka.com/knowledge/marketpleisy/chto_takoe_kabinet_wb_seller_i_kak_on_rabotaet/ || https://tochka.com/knowledge/marketpleisy/dolya-reklamnyh-rashodov-na-marketpleysah/ || https://tochka.com/knowledge/marketpleisy/kak-chitat-i-analizirovat-finansovye-otchyoty-wildberries/ || https://tochka.com/knowledge/marketpleisy/kak-chitat-otchyoty-ozon-po-prodazham/ || https://tochka.com/knowledge/marketpleisy/kak-oformit-kartocku-tovara-na-wildberries/ || https://tochka.com/knowledge/marketpleisy/kak-zaiti-v-kabinet-prodavca-na-wildberries-registraciya-i-vozmoznosti/ || https://tochka.com/knowledge/marketpleisy/kto-takoj-seller-na-marketplejsah/ || https://tochka.com/knowledge/marketpleisy/skolko-mozhno-zarabotat-na-wb/ || https://tochka.com/knowledge/marketpleisy/uchet-prodazh-na-marketplejsah/ || https://tochka.com/knowledge/marketpleisy/yunit-ekonomika-na-marketpleysah/ || https://tochka.com/news/chat_gpt_dlya_kartochek_na_marketplace/ || https://tochka.com/questions/kak-zagruzit-otchyoty-marketplejsov-v-onlajn-buhgalteriyu-i-uchest-postupleniya/ || https://tochka.com/rko/24ai/ || https://tochka.com/rko/accounting-marketplaces/ || https://tochka.com/rko/aiseller/ || https://tochka.com/rko/marketplace-cabinet/analitika-prodazh-na-marketplejsah/otchet-seller/ || https://tochka.com/rko/seller/	M4QR2Q00005 || M4QR2Q00009 || M4QR2Q00010 || M4QR2Q00012 || M4QR2Q00013 || M4QR2Q00014 || M4QR2Q00015 || M4QR2Q00016 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00023 || M4QR2Q00024 || M4QR2Q00025 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00030 || M4QR2Q00031 || M4QR2Q00032 || M4QR2Q00033 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00037 || M4QR2Q00038 || M4QR2Q00039 || M4QR2Q00040 || M4QR2Q00044 || M4QR2Q00045	TOP3:3 || TOP10:13 || 11_20:9 || 21_100:18	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG049	Torgstat	RECURRING_PRODUCT_VENDOR	17	1	0	0	24	14	3	https://torgstat.ru/ || https://torgstat.ru/promo/marketplace-analytics || https://torgstat.ru/promo/ozon-analytics	M4QR2Q00004 || M4QR2Q00005 || M4QR2Q00012 || M4QR2Q00017 || M4QR2Q00018 || M4QR2Q00019 || M4QR2Q00020 || M4QR2Q00021 || M4QR2Q00022 || M4QR2Q00030 || M4QR2Q00033 || M4QR2Q00035 || M4QR2Q00036 || M4QR2Q00040 || M4QR2Q00042 || M4QR2Q00043 || M4QR2Q00044	TOP3:0 || TOP10:0 || 11_20:1 || 21_100:23	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG050	Tulpari	RELEVANT_ONE_OFF_PRODUCT_VENDOR	1	0	0	0	1	90	1	https://tulpari.ru/	M4QR2Q00006	TOP3:0 || TOP10:0 || 11_20:0 || 21_100:1	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
REG051	Uniseller	RECURRING_PRODUCT_VENDOR	12	7	5	0	22	4	16	https://uniseller.io/ || https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/ || https://uniseller.io/blog/5-nejrosetej-dlya-sellera-kak-ii-ekonomit-60-chasov-v-mesyac/ || https://uniseller.io/blog/ai-agent-kartochka-tovara-za-minutu/ || https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/ || https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/ || https://uniseller.io/blog/ii-v-prodazhakh-kak-neiroseti-pomogayut-selleram/ || https://uniseller.io/blog/jvo-agent-ii-cenoobrazovanie-marketpleisy/ || https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/ || https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/ || https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/ || https://uniseller.io/blog/mcp-dlya-sellerov-ii-agenty/ || https://uniseller.io/blog/metriki-reklamy-wildberries-dlya-sellera/ || https://uniseller.io/blog/reklama-wildberries-metriki-ctr-cr-cpo-ddr-roas/ || https://uniseller.io/blog/wildberries-zapustil-ii-pomoshchnika-dlya-sellerov-2/ || https://uniseller.io/blog/wildberries-zapustil-ii-pomoshchnika-dlya-sellerov/	M4QR2Q00006 || M4QR2Q00007 || M4QR2Q00008 || M4QR2Q00010 || M4QR2Q00012 || M4QR2Q00024 || M4QR2Q00026 || M4QR2Q00028 || M4QR2Q00029 || M4QR2Q00031 || M4QR2Q00033 || M4QR2Q00037	TOP3:0 || TOP10:5 || 11_20:4 || 21_100:13	0	OBSERVED_CURRENT_TOP100	CURRENT_EXACT_QUERY_RU225_TOP100_ORGANIC_SNAPSHOT_ONLY; NOT_WORDSTAT_DEMAND_OR_PRODUCT_FACT_OR_ALL_DEVICE_REVERSE_INDEX_OR_PAGE_DECISION; zero here means no observed current ranking on these 45 queries, not zero demand or unknown-query recall.
