page_candidate_id	registry_id	entity_name	ranking_url	normalized_url	authority_query_ids	ranks	rank_buckets	query_families	candidate_class	why_anchor_for_m4b	collection_priority	expected_information_gain	native_baseline_flag	collision_dependency	hold_reason
PAGE134	REG055	Wildberries	https://seller.wildberries.ru/instructions/ru/ru/subcategory/how-to-start-selling-at-wildberries	https://seller.wildberries.ru/instructions/ru/ru/subcategory/how-to-start-selling-at-wildberries	R11	R11:1	TOP3	F8	NATIVE_MARKETPLACE_BASELINE	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	true	false	
PAGE135	REG056	Wildcrm	https://wildcrm.ru/blog/beginers/tpost/gk5c1skeg1-kak-vibrat-nishu-dlya-prodazh-na-wildber	https://wildcrm.ru/blog/beginers/tpost/gk5c1skeg1-kak-vibrat-nishu-dlya-prodazh-na-wildber	R10	R10:8	TOP10_REST	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE136	REG056	Wildcrm	https://wildcrm.ru/blog/strategy/tpost/knpls4o4g1-poiskovie-zaprosi-wildberries-analitika	https://wildcrm.ru/blog/strategy/tpost/knpls4o4g1-poiskovie-zaprosi-wildberries-analitika	R09	R09:13	RANK_11_20	F7	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE137	REG057	Yandex	https://partner.market.yandex.ru/chtojournal/effektivnost-reklamy-na-marketpleyse/	https://partner.market.yandex.ru/chtojournal/effektivnost-reklamy-na-marketpleyse	R08	R08:9	TOP10_REST	F6	AGGREGATOR_DIRECTORY	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE138	REG057	Yandex	https://practicum.yandex.ru/blog/kartochka-tovara-wildberries-kak-sozdat/	https://practicum.yandex.ru/blog/kartochka-tovara-wildberries-kak-sozdat	R07	R07:3	TOP3	F5,F8	AGGREGATOR_DIRECTORY	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE139	REG057	Yandex	https://practicum.yandex.ru/blog/neyroseti-dlya-raboty-s-marketpleysami/	https://practicum.yandex.ru/blog/neyroseti-dlya-raboty-s-marketpleysami	R12	R12:4	TOP10_REST	F9	AGGREGATOR_DIRECTORY	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE140	REG058	Yoolip	https://yoolip.ai/	https://yoolip.ai/	R04R1 | R08	R04R1:15 | R08:4	RANK_11_20 | TOP10_REST	F3,F9 | F6	RECURRING_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE141	REG059	YouTube	https://www.youtube.com/watch?v=19SQhBg9Xz4	https://www.youtube.com/watch?v=19SQhBg9Xz4	R01 | R02 | R03	R01:16 | R02:18 | R03:5	RANK_11_20 | TOP10_REST	F2	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
PAGE142	REG059	YouTube	https://www.youtube.com/watch?v=BcoCxYGabWk	https://www.youtube.com/watch?v=BcoCxYGabWk	R02 | R03	R02:20 | R03:9	RANK_11_20 | TOP10_REST	F2	EDITORIAL_OR_PUBLISHER	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	MEDIUM	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	false	
PAGE143	REG060	Zinaida	https://zinaida.pro/	https://zinaida.pro/	S03	S03:2	TOP3	F1	RELEVANT_ONE_OFF_PRODUCT_VENDOR	Exact accepted ranking URL for a curated registry entity; anchor only, not final corpus frontier.	HIGH	Verify page role, claims, information architecture and entity scope from the live public surface in M4B.	false	true	
