candidate_id	registry_id	page_id	raw_term_short	evidence_locator	candidate_type	normalized_key	relation_to_existing_octoport_evidence	status	m6_validation_required	reason
M4B2C00579	REG054	M4B2P00579	Секретный Telegram чат, который увеличит продажи на WildBerries	https://wbstat.pro/blog/sekretnii-telegram-chat-kotorii-yvelichit-prodaji-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:00+00:00	PUBLIC_PAGE_TOPIC	секретный telegram чат который увеличит продажи на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00580	REG054	M4B2P00580	Личный кабинет продавца Wildberries: что проверить для торговли и прибыли	https://wbstat.pro/blog/sekrety-lichnogo-kabineta-postavshchika-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:47+00:00	PUBLIC_PAGE_TOPIC	личный кабинет продавца wildberries что проверить для торговли и прибыли	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00581	REG054	M4B2P00581	Семантическое ядро: как его собрать и расширить на WILDBERRIES	https://wbstat.pro/blog/semanticheskoye-yadro-kak-ego-sobrat-i-rasshirit/ :: title/H1/headings/public body captured 2026-09-22T04:17:43+00:00	PUBLIC_PAGE_TOPIC	семантическое ядро как его собрать и расширить на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00582	REG054	M4B2P00582	SEO для WildBerries	https://wbstat.pro/blog/seo-dlya-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:15:30+00:00	PUBLIC_PAGE_TOPIC	seo для wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00583	REG054	M4B2P00583	SEO и внутренняя реклама на Wildberries: как связаны поисковые запросы и продвижение	https://wbstat.pro/blog/seo-i-vnutrennyaya-reklama-na-wildberries-kak-svyazany-poiskovye-zaprosy-i-prodvizhenie/ :: title/H1/headings/public body captured 2026-09-22T04:18:01+00:00	PUBLIC_PAGE_TOPIC	seo и внутренняя реклама на wildberries как связаны поисковые запросы и продвижение	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	ALREADY_PRESENT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00584	REG054	M4B2P00584	SEO на Wildberries – последние изменения	https://wbstat.pro/blog/seo-na-wildberries--poslednie-izmeneniya/ :: title/H1/headings/public body captured 2026-09-22T04:18:01+00:00	PUBLIC_PAGE_TOPIC	seo на wildberries последние изменения	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00585	REG054	M4B2P00585	Новые реалии SEO на WILDBERRIES. Как не испортить карточку нерелевантными запросами?	https://wbstat.pro/blog/seo-prodvizhenie-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:07+00:00	PUBLIC_PAGE_TOPIC	новые реалии seo на wildberries как не испортить карточку нерелевантными запросами	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00586	REG054	M4B2P00586	Сертификация для Wildberries: какой документ нужен до закупки	https://wbstat.pro/blog/sertifikaciya-dlya-wildberries-na-starte/ :: title/H1/headings/public body captured 2026-09-22T04:18:57+00:00	PUBLIC_PAGE_TOPIC	сертификация для wildberries какой документ нужен до закупки	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00587	REG054	M4B2P00587	Сертификат или декларация соответствия для Wildberries: какой документ нужен на товар	https://wbstat.pro/blog/sertifikat-ili-deklaraciya-chto-nuzhno-na-tovar-dlya-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:33+00:00	PUBLIC_PAGE_TOPIC	сертификат или декларация соответствия для wildberries какой документ нужен на товар	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00588	REG054	M4B2P00588	Интеграция API для бизнеса: Автоматизация, которая приносит прибыль	https://wbstat.pro/blog/services-api/ :: title/H1/headings/public body captured 2026-09-22T04:18:01+00:00	PUBLIC_PAGE_TOPIC	интеграция api для бизнеса автоматизация которая приносит прибыль	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	ALREADY_PRESENT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00589	REG054	M4B2P00589	Сервисы аналитики WILDBERRIES. Как они помогают добиться успеха	https://wbstat.pro/blog/servis-analitiki-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:08+00:00	PUBLIC_PAGE_TOPIC	сервисы аналитики wildberries как они помогают добиться успеха	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	ALREADY_PRESENT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00590	REG054	M4B2P00590	Сезонные и цифровые товары для Wildberries: основные принципы и советы	https://wbstat.pro/blog/sezonnyye-i-tsifrovyye-tovary-dlya-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:33+00:00	PUBLIC_PAGE_TOPIC	сезонные и цифровые товары для wildberries основные принципы и советы	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00591	REG054	M4B2P00591	Штраф или удержание на Wildberries: как быстро понять, за что списали деньги	https://wbstat.pro/blog/shtraf-priletel-vnezapno-i-ne-ponimayu-za-chto-uderzhali-dengi/ :: title/H1/headings/public body captured 2026-09-22T04:18:33+00:00	PUBLIC_PAGE_TOPIC	штраф или удержание на wildberries как быстро понять за что списали деньги	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00592	REG054	M4B2P00592	Штрафы, блокировки, споры и защита продавца на Wildberries	https://wbstat.pro/blog/shtrafy-blokirovki-spory-i-zashchita-prodavca-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:10+00:00	PUBLIC_PAGE_TOPIC	штрафы блокировки споры и защита продавца на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00593	REG054	M4B2P00593	Штрафы и удержания на Wildberries	https://wbstat.pro/blog/shtrafy-wildberries-dlya-postavshchikov/ :: title/H1/headings/public body captured 2026-09-22T04:16:55+00:00	PUBLIC_PAGE_TOPIC	штрафы и удержания на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00594	REG054	M4B2P00594	Эффективная система контроля сотрудников на Wildberries: ключевые методы	https://wbstat.pro/blog/sistema-kontrolya-sotrudnikov-v-biznese-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:16+00:00	PUBLIC_PAGE_TOPIC	эффективная система контроля сотрудников на wildberries ключевые методы	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00595	REG054	M4B2P00595	Система найма на Wildberries: директорский подход	https://wbstat.pro/blog/sistema-nayma-direktorskiy-podkhod/ :: title/H1/headings/public body captured 2026-09-22T04:17:24+00:00	PUBLIC_PAGE_TOPIC	система найма на wildberries директорский подход	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00596	REG054	M4B2P00596	Эффективный найм сотрудников для бизнеса на Wildberries: советы и стратегии	https://wbstat.pro/blog/sistema-nayma-sotrudnikov-v-biznese-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:15+00:00	PUBLIC_PAGE_TOPIC	эффективный найм сотрудников для бизнеса на wildberries советы и стратегии	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00597	REG054	M4B2P00597	Скидки, цены, акции: как получить максимальную выгоду на WILDBERRIES	https://wbstat.pro/blog/skidki-ceni-akcii-kak-polychit-maksimalnyu-vigody-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:31+00:00	PUBLIC_PAGE_TOPIC	скидки цены акции как получить максимальную выгоду на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00598	REG054	M4B2P00598	Склейка карточек на WILDBERRIES: полное руководство для максимальных продаж	https://wbstat.pro/blog/sklejka-kartochek-na-wildberries-polnoe-rukovodstvo-dlya-maksimalnyh-prodazh/ :: title/H1/headings/public body captured 2026-09-22T04:18:00+00:00	PUBLIC_PAGE_TOPIC	склейка карточек на wildberries полное руководство для максимальных продаж	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00599	REG054	M4B2P00599	Сколько можно заработать на Wildberries новичку: реальные сценарии, маржа и свободный остаток	https://wbstat.pro/blog/skolko-mozhno-zarabotat-na-wildberries-novichku/ :: title/H1/headings/public body captured 2026-09-22T04:18:56+00:00	PUBLIC_PAGE_TOPIC	сколько можно заработать на wildberries новичку реальные сценарии маржа и свободный остаток	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00600	REG054	M4B2P00600	Сколько нужно денег для старта на Wildberries: бюджет, скрытые расходы и запас до первых выплат	https://wbstat.pro/blog/skolko-nyjno-deneg-dlya-vihoda-na-marketpleis-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:11+00:00	PUBLIC_PAGE_TOPIC	сколько нужно денег для старта на wildberries бюджет скрытые расходы и запас до первых выплат	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00601	REG054	M4B2P00601	Хранение на WILDBERRIES для поставщиков, сколько стоит и как считать?	https://wbstat.pro/blog/skolko-stoit-hranenie-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:07+00:00	PUBLIC_PAGE_TOPIC	хранение на wildberries для поставщиков сколько стоит и как считать	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00602	REG054	M4B2P00602	Поддержка Wildberries для продавцов: как написать обращение, чтобы проблему начали решать	https://wbstat.pro/blog/sluzhba-podderzhki-wildberries-kak-vzaimodeystvovat/ :: title/H1/headings/public body captured 2026-09-22T04:16:47+00:00	PUBLIC_PAGE_TOPIC	поддержка wildberries для продавцов как написать обращение чтобы проблему начали решать	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00603	REG054	M4B2P00603	Смертельные ошибки на WildBerries	https://wbstat.pro/blog/smertelnie-oshibki-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:15:41+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00604	REG054	M4B2P00604	Смертельные ошибки в документах, маркировке, ЭДО и налогах на Wildberries	https://wbstat.pro/blog/smertelnye-oshibki-v-dokumentah-markirovke-edo-i-nalogah/ :: title/H1/headings/public body captured 2026-09-22T04:18:56+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки в документах маркировке эдо и налогах на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00605	REG054	M4B2P00605	Смертельные ошибки в маркировке на Wildberries: что может остановить товар, поставку и продажи	https://wbstat.pro/blog/smertelnye-oshibki-v-markirovke-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:45+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки в маркировке на wildberries что может остановить товар поставку и продажи	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00606	REG054	M4B2P00606	Смертельные ошибки в налогах на Wildberries: что может дорого стоить селлеру	https://wbstat.pro/blog/smertelnye-oshibki-v-nalogah-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:47+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки в налогах на wildberries что может дорого стоить селлеру	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00607	REG054	M4B2P00607	10 смертельных ошибок продавца на Wildberries: что нельзя делать при штрафах, блокировках и спорах	https://wbstat.pro/blog/smertelnye-oshibki-v-shtrafah-blokirovkah-i-sporah-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:33+00:00	PUBLIC_PAGE_TOPIC	10 смертельных ошибок продавца на wildberries что нельзя делать при штрафах блокировках и спорах	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00608	REG054	M4B2P00608	Смертельные ошибки при работе с ценой	https://wbstat.pro/blog/smertelnyye-oshibki-pri-rabote-s-tsenoy/ :: title/H1/headings/public body captured 2026-09-22T04:17:53+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки при работе с ценой	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00609	REG054	M4B2P00609	Смертельные ошибки при создании медиаконтента	https://wbstat.pro/blog/smertelnyye-oshibki-pri-sozdanii-mediakontenta/ :: title/H1/headings/public body captured 2026-09-22T04:17:42+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки при создании медиаконтента	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00610	REG054	M4B2P00610	Смертельные ошибки при создании товара для Wildberries и как их избежать	https://wbstat.pro/blog/smertelnyye-oshibki-pri-sozdanii-tovara-dlya-wildberries-na-million/ :: title/H1/headings/public body captured 2026-09-22T04:17:34+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки при создании товара для wildberries и как их избежать	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00611	REG054	M4B2P00611	Смертельные ошибки при выборе ниши и товара для Wildberries: избегайте неудач	https://wbstat.pro/blog/smertelnyye-oshibki-pri-vybore-nishi-i-tovara-dlya-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:33+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки при выборе ниши и товара для wildberries избегайте неудач	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00612	REG054	M4B2P00612	Смертельные ошибки работы с отзывами	https://wbstat.pro/blog/smertelnyye-oshibki-raboty-s-otzyvami/ :: title/H1/headings/public body captured 2026-09-22T04:17:52+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки работы с отзывами	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00613	REG054	M4B2P00613	Смертельные ошибки использования рекламы	https://wbstat.pro/blog/smertelnyye-oshibki-reklama-i-prodvizheniye/ :: title/H1/headings/public body captured 2026-09-22T04:17:52+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки использования рекламы	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00614	REG054	M4B2P00614	Смертельные ошибки SEO-оптимизации на WILDBERRIES	https://wbstat.pro/blog/smertelnyye-oshibki-seo-optimizatsii/ :: title/H1/headings/public body captured 2026-09-22T04:17:43+00:00	PUBLIC_PAGE_TOPIC	смертельные ошибки seo оптимизации на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00615	REG054	M4B2P00615	Эффективное собеседование, ввод в должность и испытательный срок на Wildberries: лучшие практики	https://wbstat.pro/blog/sobesedovaniye-vvod-v-dolzhnost-ispytatelniy-srok-v-biznese-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:15+00:00	PUBLIC_PAGE_TOPIC	эффективное собеседование ввод в должность и испытательный срок на wildberries лучшие практики	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00616	REG054	M4B2P00616	Советы новичкам: как выйти на WILDBERRIES и не потерять стартовый капитал	https://wbstat.pro/blog/soveti-novichkam-kak-viiti-na-wildberries-i-ne-poteryat-startovii-kapital/ :: title/H1/headings/public body captured 2026-09-22T04:16:39+00:00	PUBLIC_PAGE_TOPIC	советы новичкам как выйти на wildberries и не потерять стартовый капитал	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00617	REG054	M4B2P00617	Создаем идеальный фото и видео-контент	https://wbstat.pro/blog/sozdaem-idealnii-foto-i-video-kontent/ :: title/H1/headings/public body captured 2026-09-22T04:15:42+00:00	PUBLIC_PAGE_TOPIC	создаем идеальный фото и видео контент	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00618	REG054	M4B2P00618	Как создать эффективную команду для роста бизнеса на маркетплейсе WILDBERRIES?	https://wbstat.pro/blog/sozdanie-komandy-dlya-masshtabirovaniya-na-marketpleysah/ :: title/H1/headings/public body captured 2026-09-22T04:17:08+00:00	PUBLIC_PAGE_TOPIC	как создать эффективную команду для роста бизнеса на маркетплейсе wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00619	REG054	M4B2P00619	Как создать эффективную вакансию для бизнеса на Wildberries: советы и примеры	https://wbstat.pro/blog/sozdaniye-vakansii-v-biznese-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:15+00:00	PUBLIC_PAGE_TOPIC	как создать эффективную вакансию для бизнеса на wildberries советы и примеры	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00620	REG054	M4B2P00620	Споры, претензии и компенсации на Wildberries: дорожная карта селлера	https://wbstat.pro/blog/spory-pretenzii-i-kompensacii-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:21+00:00	PUBLIC_PAGE_TOPIC	споры претензии и компенсации на wildberries дорожная карта селлера	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00621	REG054	M4B2P00621	Способы оптимизации внутренней рекламы	https://wbstat.pro/blog/sposoby-optimizatsii-vnutrenney-reklamy/ :: title/H1/headings/public body captured 2026-09-22T04:17:43+00:00	PUBLIC_PAGE_TOPIC	способы оптимизации внутренней рекламы	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00622	REG054	M4B2P00622	Способы повышения маржинальности	https://wbstat.pro/blog/sposoby-povysheniya-marzhinalnosti/ :: title/H1/headings/public body captured 2026-09-22T04:17:52+00:00	PUBLIC_PAGE_TOPIC	способы повышения маржинальности	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00623	REG054	M4B2P00623	Старт на Wildberries: бизнес-план запуска от товара до первой продажи	https://wbstat.pro/blog/start-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:56+00:00	PUBLIC_PAGE_TOPIC	старт на wildberries бизнес план запуска от товара до первой продажи	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00624	REG054	M4B2P00624	Старт продаж на WILDBERRIES: проблемы и решения	https://wbstat.pro/blog/start-prodazh-na-wildberries-problemy-i-resheniya/ :: title/H1/headings/public body captured 2026-09-22T04:18:01+00:00	PUBLIC_PAGE_TOPIC	старт продаж на wildberries проблемы и решения	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00625	REG054	M4B2P00625	Статистика и аналитика продаж на Wildberries	https://wbstat.pro/blog/statistika-i-analitika-prodaj-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:15:22+00:00	PUBLIC_PAGE_TOPIC	статистика и аналитика продаж на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	ALREADY_PRESENT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00626	REG054	M4B2P00626	Стоимость логистики WILDBERRIES для поставщиков. Как считать и не уйти в минус?	https://wbstat.pro/blog/stoimost-logistiki-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:17:06+00:00	PUBLIC_PAGE_TOPIC	стоимость логистики wildberries для поставщиков как считать и не уйти в минус	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00627	REG054	M4B2P00627	Стоит ли покупать и заказывать отзывы на WildBerries	https://wbstat.pro/blog/stoit-li-pokypat-i-zakazivat-otzivi-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:15:51+00:00	PUBLIC_PAGE_TOPIC	стоит ли покупать и заказывать отзывы на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00628	REG054	M4B2P00628	Страницы-посредники для Wildberries: инструмент клиентской базы и повторных продаж	https://wbstat.pro/blog/stranitsy-posredniki-dlya-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:18:08+00:00	PUBLIC_PAGE_TOPIC	страницы посредники для wildberries инструмент клиентской базы и повторных продаж	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00629	REG054	M4B2P00629	Страшная правда о SEO-оптимизации для WILDBERRIES	https://wbstat.pro/blog/strashnaya-pravda-o-seo-optimizacii-dlya-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:21+00:00	PUBLIC_PAGE_TOPIC	страшная правда о seo оптимизации для wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00630	REG054	M4B2P00630	Страшная правда о SEO-оптимизации на WildBerries в 2026 году	https://wbstat.pro/blog/strashnaya-pravda-o-seo-optimizacii-na-wildberries-v-2023-gody/ :: title/H1/headings/public body captured 2026-09-22T04:16:40+00:00	PUBLIC_PAGE_TOPIC	страшная правда о seo оптимизации на wildberries в 2026 году	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00631	REG054	M4B2P00631	Стратегии ценообразования на WILDBERRIES	https://wbstat.pro/blog/strategii-cenoobrazovaniya-na-wildberries/ :: title/H1/headings/public body captured 2026-09-22T04:16:21+00:00	PUBLIC_PAGE_TOPIC	стратегии ценообразования на wildberries	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00632	REG054	M4B2P00632	Свой интернет-магазин или WildBerries — где выгоднее работать?	https://wbstat.pro/blog/svoi-internet-magazin-ili-wildberries-gde-vigodnee-rabotat/ :: title/H1/headings/public body captured 2026-09-22T04:16:11+00:00	PUBLIC_PAGE_TOPIC	свой интернет магазин или wildberries где выгоднее работать	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00633	REG054	M4B2P00633	Связь рекламы и SEO	https://wbstat.pro/blog/svyaz-reklamy-i-seo/ :: title/H1/headings/public body captured 2026-09-22T04:17:52+00:00	PUBLIC_PAGE_TOPIC	связь рекламы и seo	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	NEW_CANDIDATE	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
M4B2C00634	REG054	M4B2P00634	Связка WildBerries + Instagram	https://wbstat.pro/blog/svyazka-wildberries-instagram/ :: title/H1/headings/public body captured 2026-09-22T04:15:41+00:00	PUBLIC_PAGE_TOPIC	связка wildberries instagram	DIRECT_OR_ADJACENT_USE_CASE_OVERLAP	POSSIBLE_VARIANT	true	Observed public competitor/editorial/native topic only; requires M6 demand validation and later governance before any cluster/page decision.
