occurrence_id	authority_query_id	query_text	query_family	rank	rank_bucket	raw_url	normalized_url	host	registrable_domain	title	snippet_or_description	target_relevance	page_type	content_format	market_surface	entity_collision	classification_basis	classification_confidence	source_export_path	source_analysis_path	source_revision_or_hash	authority_status	notes
R06-17	R06	помощник селлера маркетплейсов	F4	17	RANK_11_20	https://rask.pro/	https://rask.pro/	rask.pro	rask.pro	RASK - Аналитика для маркетплейсов	Телеграм-комьюнити. Открытый канал и чат с актуальной статистикой по маркетплейсам, разборами отчётов RASK и примерами стратегий, а также прямые эфиры с приглашёнными экспертами по налогам, логистике и другим важным для селлеров темам.	PARTIAL_OR_ADJACENT	ANALYTICS_OR_REPORTING_PRODUCT_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R06/F4; no page browsing.	MEDIUM	docs/seo/serp/raw/recovery/R06_2026-09-18/R06_10_RECOVERED_EXPORT_MANIFEST_2026-09-18.md	docs/seo/serp/analysis/R06_08_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=78759292ba7f23ad741329cc631b9ec90b26abcff4e0b97fc81ff5289d0708f6	ACCEPTED_R3	ACCOUNTING_OR_STATUTORY
R06-18	R06	помощник селлера маркетплейсов	F4	18	RANK_11_20	https://owlsseller.ru/	https://owlsseller.ru/	owlsseller.ru	owlsseller.ru	OWLS Seller — все маркетплейсы в одном окне	SaaS для селлеров. Облачная система управления продажами на всех маркетплейсах. OWLS Seller объединяет Wildberries, Ozon, Яндекс Маркет, МегаМаркет, AliExpress и М.Видео в единую систему. Заказы, остатки, цены, аналитика и склад — без переключений между ЛК и десятка Excel-таблиц.	PARTIAL_OR_ADJACENT	ANALYTICS_OR_REPORTING_PRODUCT_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R06/F4; no page browsing.	MEDIUM	docs/seo/serp/raw/recovery/R06_2026-09-18/R06_10_RECOVERED_EXPORT_MANIFEST_2026-09-18.md	docs/seo/serp/analysis/R06_08_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=78759292ba7f23ad741329cc631b9ec90b26abcff4e0b97fc81ff5289d0708f6	ACCEPTED_R3	WRONG_MARKETPLACE_OR_PLATFORM
R06-19	R06	помощник селлера маркетплейсов	F4	19	RANK_11_20	https://topseller.ru/	https://topseller.ru/	topseller.ru	topseller.ru	Автоматизация бизнеса на маркетплейсах | Сервис... — Topseller	Система управления бизнесом на маркетплейсах. Товароучет, автоматизация процессов и финансовая аналитика для селлеров и фулфилмента. Записаться на презентацию. Заказать бесплатный звонок.	PARTIAL_OR_ADJACENT	ANALYTICS_OR_REPORTING_PRODUCT_PAGE	PRODUCT_OR_SERVICE_LANDING	SERVICE_OR_AGENCY	NONE	Observed title/snippet and URL classified against R06/F4; no page browsing.	MEDIUM	docs/seo/serp/raw/recovery/R06_2026-09-18/R06_10_RECOVERED_EXPORT_MANIFEST_2026-09-18.md	docs/seo/serp/analysis/R06_08_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=78759292ba7f23ad741329cc631b9ec90b26abcff4e0b97fc81ff5289d0708f6	ACCEPTED_R3	
R06-20	R06	помощник селлера маркетплейсов	F4	20	RANK_11_20	https://jafo.ru/	https://jafo.ru/	jafo.ru	jafo.ru	JAFO — ИИ-ассистент для Wildberries и Ozon	220+ AI-инструментов для селлеров. … ИИ-ассистент для Wildberries и Ozon. Один ИИ-агент управляет каталогом, ценами, рекламой и аналитикой на двух маркетплейсах сразу. Думает, планирует и действует за вас — через обычный диалог. Попробовать бесплатно → Тарифы.	TARGET_RELEVANT	AI_AGENT_OR_ASSISTANT_PRODUCT_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	NONE	Observed title/snippet and URL classified against R06/F4; no page browsing.	HIGH	docs/seo/serp/raw/recovery/R06_2026-09-18/R06_10_RECOVERED_EXPORT_MANIFEST_2026-09-18.md	docs/seo/serp/analysis/R06_08_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=78759292ba7f23ad741329cc631b9ec90b26abcff4e0b97fc81ff5289d0708f6	ACCEPTED_R3	
R07-01	R07	как заполнить карточку товара wildberries	F5,F8	1	TOP3	https://seller.wildberries.ru/instructions/ru/ru/material/how-to-create-card	https://seller.wildberries.ru/instructions/ru/ru/material/how-to-create-card	seller.wildberries.ru	wildberries.ru	Как создать карточку товара	Как правильно заполнить поля в карточках медицинских изделий. Подборщик автотоваров. Оформление карточки товара для автомобильных шин. Заполнение карточек товаров, которые подлежат прослеживаемости в Беларуси. Заполнение полей карточек товаров категорий «БАДы» и «Бытовая химия». Товары для взрослых: правила оформления карточек. Как улучшить карточку товара. Выдача и ранжирование товаров на Wildberries.	TARGET_RELEVANT	NATIVE_MARKETPLACE_HELP_OR_SELLER_PAGE	ARTICLE_OR_GUIDE	NATIVE_MARKETPLACE	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-02	R07	как заполнить карточку товара wildberries	F5,F8	2	TOP3	https://skillbox.ru/media/marketing/kak-delat-kartochki-na-wildberries-chtoby-tovar-nahodili-i-pokupali/	https://skillbox.ru/media/marketing/kak-delat-kartochki-na-wildberries-chtoby-tovar-nahodili-i-pokupali	skillbox.ru	skillbox.ru	Как делать карточки товаров для Wildberries... / Skillbox Media	Если вы планируете продавать товары на маркетплейсах, важно научиться правильно оформлять карточки. На первый взгляд задача кажется простой, но просто заполнить поля недостаточно — нужно оптимизировать карточку так, чтобы маркетплейс продвигал её. В этой статье редакции «Маркетинг» Skillbox Media мы расскажем главное о создании и оптимизации карточек товаров на Wildberries.	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-03	R07	как заполнить карточку товара wildberries	F5,F8	3	TOP3	https://practicum.yandex.ru/blog/kartochka-tovara-wildberries-kak-sozdat/	https://practicum.yandex.ru/blog/kartochka-tovara-wildberries-kak-sozdat	practicum.yandex.ru	yandex.ru	Карточка товара на Wildberries: способы создания, оформления...	«Добавить» → «Один товар» → «Импортировать товар с Wildberries». Чтобы отобразить готовое описание, нужно ввести артикул товара с Wildberries и выбрать найденный товар. В его карточке уже базово заполнены все пункты, их можно редактировать, менять ключевые слова, загружать свои медиафайлы.	TARGET_RELEVANT	DIRECTORY_STORE_OR_LISTING_PAGE	DIRECTORY_OR_LISTING	AGGREGATOR_OR_DIRECTORY	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-04	R07	как заполнить карточку товара wildberries	F5,F8	4	TOP10_REST	https://secrets.tbank.ru/razvitie/kartochka-wildberries/	https://secrets.tbank.ru/razvitie/kartochka-wildberries	secrets.tbank.ru	tbank.ru	Карточки товара на Wildberries в 2026: как правильно заполнять...	Шаг 1. Добавить фотографии в карточку товара. Шаг 2. Указать цену. Шаг 3. Заполнить характеристики и описание товара. На что еще обратить внимание при оформлении карточки на Wildberries. Как изменить карточку товара. Какие есть способы удаления карточки товара.	PARTIAL_OR_ADJACENT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	EDITORIAL_OR_PUBLISHER	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	MEDIUM	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	CREATIVE_CARD_GENERATION
R07-05	R07	как заполнить карточку товара wildberries	F5,F8	5	TOP10_REST	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries	www.moysklad.ru	moysklad.ru	Карточка товара на Wildberries (Вайлдберриз) в 2026 году	В этой статье: как правильно заполнить карточку товара на Wildberries — сделать ее конкурентоспособной на маркетплейсе и привлекательной для покупателей. … Как создать карточку товара на Wildberries: пошаговая инструкция. Все показываем и рассказываем. Шаг 1. Добавить товар. Товары добавляют в кабинете продавца: Товары и цены → Карточка товара → Добавить.	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	BUYER_NAVIGATION_OR_SEARCH
R07-06	R07	как заполнить карточку товара wildberries	F5,F8	6	TOP10_REST	https://skillbox.ru/media/marketing/kak-rabotat-s-kartochkami-tovarov-na-wildberries-sozdavat-zapolnyat-optimizirovat/	https://skillbox.ru/media/marketing/kak-rabotat-s-kartochkami-tovarov-na-wildberries-sozdavat-zapolnyat-optimizirovat	skillbox.ru	skillbox.ru	Карточка товара на Wildberries: как создавать, заполнять...	Как работать с карточками товаров на Wildberries: создавать, заполнять, оптимизировать. Пошаговая инструкция со скриншотами. Эксперт объясняет, зачем объединять карточки, когда нужно их удалять и как можно их продвигать.	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-07	R07	как заполнить карточку товара wildberries	F5,F8	7	TOP10_REST	https://tochka.com/knowledge/marketpleisy/kak-oformit-kartocku-tovara-na-wildberries/	https://tochka.com/knowledge/marketpleisy/kak-oformit-kartocku-tovara-na-wildberries	tochka.com	tochka.com	Карточка товара на Wildberries: как создать и правильно...		TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-08	R07	как заполнить карточку товара wildberries	F5,F8	8	TOP10_REST	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya	selsup.ru	selsup.ru	Как создать карточку товара на Wildberries в 2026 году	Как создать одну карточку товара на Wildberries: актуальный путь в кабинете, поля, цена, размеры, баркоды, упаковка, документы, фото и видео. … В кабинете продавца перейдите в «Товары и цены», затем в «Карточку товара». Нажмите «Добавить» и выберите «Один товар». Этот маршрут подходит, когда вы заводите одну позицию или хотите внимательно заполнить карточку без таблицы.	PARTIAL_OR_ADJACENT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	MEDIUM	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	CREATIVE_CARD_GENERATION
R07-09	R07	как заполнить карточку товара wildberries	F5,F8	9	TOP10_REST	https://blog.promopult.ru/ecommerce/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries.html	https://blog.promopult.ru/ecommerce/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries.html	blog.promopult.ru	promopult.ru	Как создать и заполнить карточку товара на Вайлдберриз...	Правильно заполненная и оформленная карточка товара — один из факторов успешных продаж на Wildberries. Предложение должно с первых секунд зацепить потенциального покупателя. Поэтому нужно уделить внимание всем параметрам, начиная с названия и изображений и заканчивая подробным описанием и характеристиками. Пошагово рассказали, как создать, заполнить и оптимизировать карточку товара...	PARTIAL_OR_ADJACENT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	MEDIUM	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	CREATIVE_CARD_GENERATION
R07-10	R07	как заполнить карточку товара wildberries	F5,F8	10	TOP10_REST	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries/	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries	marpla.ru	marpla.ru	Как создать карточку товара на Wildberries – как сделать...	Заполнить шаблон карточки товара можно непосредственно в личном кабинете онлайн. А перед загрузкой и массовым редактированием обязательно нужно проверить информацию о товаре и качество картинок. … Оттенки в карточке. Wildberries предоставляет возможность объединять в единую карточку товары разных цветов. Эта функция систематизирует ассортимент и помогает контролировать остатки на каждом из складов.	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-11	R07	как заполнить карточку товара wildberries	F5,F8	11	RANK_11_20	https://allo.tochka.com/wildberries-card	https://allo.tochka.com/wildberries-card	allo.tochka.com	tochka.com	Карточки товара для Wildberries: как сделать карточку товара...	Wildberries отслеживает, правильно ли заполнены характеристики, и за несоответствие может снизить рейтинг карточки. Цвета и варианты товара. Если товар выпускается в нескольких цветах или конфигурациях, добавьте их в карточку как отдельные варианты.	TARGET_RELEVANT	EDITORIAL_GUIDE_OR_ARTICLE	ARTICLE_OR_GUIDE	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-12	R07	как заполнить карточку товара wildberries	F5,F8	12	RANK_11_20	https://www.reg.ru/blog/kak-pravilno-oformit-kartochku-tovara-na-wildberries/	https://www.reg.ru/blog/kak-pravilno-oformit-kartochku-tovara-na-wildberries	www.reg.ru	reg.ru	Как правильно оформить карточку на Wildberries: инструкция...	Это называется SEO-оптимизация карточек товара на Wildberries. Анализируйте, по каким запросам покупатели ищут ваш товар или похожие продукты. Включайте эти слова органично в название товара, его описание и максимально полно заполняйте раздел с характеристиками.	TARGET_RELEVANT	EDITORIAL_GUIDE_OR_ARTICLE	ARTICLE_OR_GUIDE	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-13	R07	как заполнить карточку товара wildberries	F5,F8	13	RANK_11_20	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries	www.insales.ru	insales.ru	Как правильно оформить карточку товара на Вайлдберриз	Правильно заполненная карточка повышает рейтинг товара. Красивая картинка привлекает внимание новых потенциальных покупателей и продвигает продукцию на платформе. Как создать карточку товара на Wildberries. … Как заполнять карточки товаров на «Вайлдберриз». Так как карточки у нас уже созданы, необходимо их заполнить. Для этого во вкладке «Товары» необходимо перейти в раздел «Карточка товара».	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-14	R07	как заполнить карточку товара wildberries	F5,F8	14	RANK_11_20	https://sellermoon.ru/faq/wildberries/kak-sozdat-kartochku-tovara-na-wb	https://sellermoon.ru/faq/wildberries/kak-sozdat-kartochku-tovara-na-wb	sellermoon.ru	sellermoon.ru	Как создать и заполнить карточку товара на... — SELLER MOON	Как заполнить карточку товара Wildberries. Карточка — это основной инструмент продаж на маркетплейсе. Если ее правильно оформить, то она будет продвигать товар и регулярно приводить заказы. Сейчас расскажем, как это сделать.	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-15	R07	как заполнить карточку товара wildberries	F5,F8	15	RANK_11_20	https://www.etxt.ru/subscribes/kak-sozdat-kartochku-tovara-na-wildberries/	https://www.etxt.ru/subscribes/kak-sozdat-kartochku-tovara-na-wildberries	www.etxt.ru	etxt.ru	Карточки товара на Wildberries: особенности создания	1. Что такое карточка товара Wildberries 2. Как заполнить карточку товара на ВБ 3. Особенности и нюансы создания карточек. Что такое карточка товара Wildberries. Карточка — страница, где подробно описан товар: стоимость и изменения цены, характеристики, состав, дополнительная информация, отзывы покупателей, фотографии, видео и т. д. Создание карточки товара Wildberries состоит из нескольких этапов. Для этого необходимо	PARTIAL_OR_ADJACENT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	MEDIUM	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	CREATIVE_CARD_GENERATION
R07-16	R07	как заполнить карточку товара wildberries	F5,F8	16	RANK_11_20	https://adapter.ru/blog/kak-sozdat-i-zapolnit-kartochku-tovara-na-wildberries/	https://adapter.ru/blog/kak-sozdat-i-zapolnit-kartochku-tovara-na-wildberries	adapter.ru	adapter.ru	Как создать карточку товара на Вайлдберриз и заполнить её...	При покупке товаров через Wildberries большинство пользователей используют поиск. Для этого они вводят поисковый запрос в соответствующей строке, после чего изучают предложения. Чтобы гарантировать стабильные продажи товаров, важно попасть в первые позиции выдачи, а для этого нужно уметь правильно заполнять карточку товаров.	PARTIAL_OR_ADJACENT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	MEDIUM	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	CREATIVE_CARD_GENERATION
R07-17	R07	как заполнить карточку товара wildberries	F5,F8	17	RANK_11_20	https://wbstat.pro/blog/kak-sozdavat-i-kak-zapolnyat-kartochki-tovarov-na-wildberries/	https://wbstat.pro/blog/kak-sozdavat-i-kak-zapolnyat-kartochki-tovarov-na-wildberries	wbstat.pro	wbstat.pro	Как заполнять карточки на WILDBERRIES, чтобы выйти в ТОП за...	Как заполнять карточки на WILDBERRIES, чтобы выйти в ТОП за 3 дня … Пошаговая инструкция: как заполнять карточки товаров на WildBerries … Как заполнить габариты упаковки в карточке товара, чтобы не попасть на штраф?	TARGET_RELEVANT	EDITORIAL_GUIDE_OR_ARTICLE	ARTICLE_OR_GUIDE	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-18	R07	как заполнить карточку товара wildberries	F5,F8	18	RANK_11_20	https://insales.by/blogs/university/kak-zapolnit-kartochku-tovara-na-wildberries	https://insales.by/blogs/university/kak-zapolnit-kartochku-tovara-na-wildberries	insales.by	insales.by	Как заполнить карточку товара на Wildberries - пошаговая...	Создание товарной карточки на Wildberries. Прежде чем приступить к заполнению товарной карточки, ее необходимо создать. Для этого в персональном кабинете продавца нужно выбрать пункт «Мои товары», затем кликнуть на позицию «Карточки товаров» и активировать добавление. В этом же разделе доступна загрузка с помощью таблицы.	TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R07-19	R07	как заполнить карточку товара wildberries	F5,F8	19	RANK_11_20	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya/	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya	marpla.ru	marpla.ru	Заполнение карточек на Вайлдберриз – какие требования WB...	Требования к карточкам товара Wildberries - правила заполнения фото 4. Артикул товара — поле со звездочкой, т. ч. его заполнить нужно в любом случае. По умолчанию это уникальный набор цифр, который нужно копировать из документации на продукцию.	PARTIAL_OR_ADJACENT	CREATIVE_OR_CARD_TOOL_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	PRESENT	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	MEDIUM	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	CREATIVE_CARD_GENERATION
R07-20	R07	как заполнить карточку товара wildberries	F5,F8	20	RANK_11_20	https://rutube.ru/video/ea24a72b29ec3b0dce4dc4850e457f7d/	https://rutube.ru/video/ea24a72b29ec3b0dce4dc4850e457f7d	rutube.ru	rutube.ru	Как создать идеальную карточку товара на Wildberries без...		TARGET_RELEVANT	CREATIVE_OR_CARD_TOOL_PAGE	VIDEO	EDITORIAL_OR_PUBLISHER	NONE	Observed title/snippet and URL classified against R07/F5,F8; no page browsing.	HIGH	docs/seo/serp/raw/R07_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R07_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=67fafe83ef45e5b8bce03ab2c44756029af3a6be0288148739db2fac8f71762d	ACCEPTED_R3	
R08-01	R08	аналитика рекламы маркетплейсов	F6	1	TOP3	https://mayak.bz/	https://mayak.bz/	mayak.bz	mayak.bz	«Маяк» — сервис аналитики продаж на Wildberries и Ozon: анализ...	Покажем аналитику и статистику продаж на маркетплейсах, объёмы заказов, выручку и запасы любых товаров на Wildberries и Озон. Изучите анализ продаваемых товаров на Маяке - лучшем сервисе для аналитики маркетплейсов Озон и Вайлдберрис.	PARTIAL_OR_ADJACENT	ANALYTICS_OR_REPORTING_PRODUCT_PAGE	PRODUCT_OR_SERVICE_LANDING	THIRD_PARTY_PRODUCT_VENDOR	NONE	Observed title/snippet and URL classified against R08/F6; no page browsing.	MEDIUM	docs/seo/serp/raw/R08_06_EXPORT_MANIFEST_2026-09-17.md	docs/seo/serp/analysis/R08_06_EXPORT_ANALYSIS_2026-09-17.md	revision=5;sha256=b90dd63cd9b492e09e6e4dbdd5d8cf6b9b877d4ea16678637822445cacb0fba2	ACCEPTED_R3	
