pair_id	semantic_identity_id_a	semantic_identity_id_b	canonical_text_a	canonical_text_b	anchor_availability_class	current_query_id_a	current_query_id_b	material_hold_verified	provider_information_gain_class	terminal_search_only_disposition	why_no_current_search_call	carry_forward_state	reopen_trigger	evidence_refs	claim_boundary
M9PAIR_78d01f5f260d0428	M8SID_8850a7f387c57a62	M8SID_b5ddcf597a798e80	отчет для селлеров	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	ANCHOR_TO_NONANCHOR	M9BRQ_003_8850a7f387c57a62	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_78d01f5f260d0428 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00678 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_78ebe675d20a4792	M8SID_91da785ba085dc94	M8SID_a5452022da8e1c54	Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя	Аналитика Wildberries: отчёты, метрики и дашборды продавца	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_78ebe675d20a4792 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00679 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_78f92d4031ef0ce5	M8SID_644f4afb78dc957a	M8SID_ce5c460b3a2124bb	отчеты маркетплейсов	Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки	ANCHOR_TO_NONANCHOR	M4QR2Q00035	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_78f92d4031ef0ce5 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00680 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_78fbbb3567acfafd	M8SID_8850a7f387c57a62	M8SID_9f67c7e74f7f9587	отчет для селлеров	Финансовый отчет WILDBERRIES – как читать?	ANCHOR_TO_NONANCHOR	M9BRQ_003_8850a7f387c57a62	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_78fbbb3567acfafd | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00681 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7909e5d516fa6645	M8SID_24825275388a8170	M8SID_c4d7f4ca514dc5fd	нейросеть для работы с маркетплейсами	ии анализ продаж маркетплейсов	ANCHOR_TO_ANCHOR	M9BRW2Q_003_24825275388a8170	M9BRQ_006_c4d7f4ca514dc5fd	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7909e5d516fa6645 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00682 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_79313fbb615334d4	M8SID_4ffce42718223241	M8SID_afe48225d34ce12b	расширение аналитика маркетплейсов	лучшие сервисы аналитики маркетплейсов	ANCHOR_TO_ANCHOR	M9BRQ_016_4ffce42718223241	M4QR2Q00030	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_79313fbb615334d4 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00683 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_79fb3608711541d2	M8SID_0943a1068e9402f4	M8SID_644f4afb78dc957a	загрузка отчетов с маркетплейсов	отчеты маркетплейсов	ANCHOR_TO_ANCHOR	M4QR2Q00025	M4QR2Q00035	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_79fb3608711541d2 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00684 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_79fee4ecc23d0aab	M8SID_21a8a6bdb4a71db0	M8SID_24825275388a8170	ии агент для селлера	нейросеть для работы с маркетплейсами	ANCHOR_TO_ANCHOR	M9BRW2Q_005_21a8a6bdb4a71db0	M9BRW2Q_003_24825275388a8170	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_79fee4ecc23d0aab | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00685 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7a01a41b913a6678	M8SID_a0eeffff2d867dcb	M8SID_ed858336de500ab2	Отчёт по возвратам Wildberries: разбор операций и удержаний	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7a01a41b913a6678 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00686 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7a0caefa13bb35f6	M8SID_83f33ee4e629a7c9	M8SID_9abd6603016eb220	Как читать финансовый отчёт Wildberries и Ozon	Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая	ANCHOR_TO_NONANCHOR	M9BRW2Q_010_83f33ee4e629a7c9	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7a0caefa13bb35f6 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00687 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7ab9978eb5793586	M8SID_21a051e61744f9fa	M8SID_b5ddcf597a798e80	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7ab9978eb5793586 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00688 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7abafc35f7138d72	M8SID_a0eeffff2d867dcb	M8SID_e10faa73a1384257	Отчёт по возвратам Wildberries: разбор операций и удержаний	отчеты для селлеров	ANCHOR_TO_NONANCHOR	NONE	M9BRQ_004_e10faa73a1384257	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7abafc35f7138d72 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00689 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7ac6f8628101eb61	M8SID_a0b46005e544f2a9	M8SID_c6b3851b9dcf0b07	Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий	отчет о списаниях маркетплейс	ANCHOR_TO_NONANCHOR	NONE	M4QR2Q00034	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7ac6f8628101eb61 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00690 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7ad85899659e2343	M8SID_7c23963a6f4bc9db	M8SID_ee6b9436900836db	Сверка отчетов с Ozon	отчет маркетплейса озон	ANCHOR_TO_ANCHOR	M9BRQ_010_7c23963a6f4bc9db	M4QR2Q00033	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7ad85899659e2343 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00691 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7adfbdf17bbc1c0e	M8SID_50ea99098ca3f75a	M8SID_c9cbb3939920b7ee	бесплатная аналитика маркетплейсов расширение	сервис аналитики маркетплейсов	ANCHOR_TO_ANCHOR	M9BRQ_017_50ea99098ca3f75a	M4QR2Q00042	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7adfbdf17bbc1c0e | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00692 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7af35278ccfa530e	M8SID_21a051e61744f9fa	M8SID_b5ea13003e4c370e	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	где скачать отчет о выкупах маркетплейсов	ANCHOR_TO_NONANCHOR	NONE	M9BRW2Q_008_b5ea13003e4c370e	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7af35278ccfa530e | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00693 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7b5cd86907659b62	M8SID_7455a5a41ec9db71	M8SID_b494df2d754aba5f	Отчёт о реализации Wildberries: как читать финансовый отчёт и сверить выплату	Отчет «География» в разделах «Продавцы» и «Бренды»	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7b5cd86907659b62 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00694 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7b7ee4098d827e50	M8SID_a0b46005e544f2a9	M8SID_dd5178f08e076841	Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7b7ee4098d827e50 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00695 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7bb8ada0e195e701	M8SID_6eb6592464294694	M8SID_ce7224790a6414bc	сервис для аналитики продаж на маркетплейсах	Аналитика Wildberries: ТОП показателей и инструментов	ANCHOR_TO_NONANCHOR	M9BRQ_019_6eb6592464294694	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7bb8ada0e195e701 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00696 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7c69d05c266402ec	M8SID_c65a5e24dfdb39bc	M8SID_c9ca51837b06e207	отчет маркетплейса вайлдберриз	Отчёт «Поисковые запросы на WB»	ANCHOR_TO_NONANCHOR	M4QR2Q00032	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7c69d05c266402ec | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00697 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7c8988a6399c1252	M8SID_8332eb45850054b1	M8SID_8850a7f387c57a62	ии аналитика маркетплейсов	отчет для селлеров	ANCHOR_TO_ANCHOR	M9BRQ_005_8332eb45850054b1	M9BRQ_003_8850a7f387c57a62	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7c8988a6399c1252 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00698 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7c8dc492f574aaaa	M8SID_2b25fa19b017655f	M8SID_a80ecbe39e0f75b9	Как сверить финансовые отчеты Wildberries?	Как читать и анализировать финансовый отчёт Wildberries	ANCHOR_TO_ANCHOR	M9BRW2Q_013_2b25fa19b017655f	M9BRW2Q_014_a80ecbe39e0f75b9	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7c8dc492f574aaaa | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00699 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_7ca2a73712db8d8d	M8SID_17638a451bed5dec	M8SID_352b640652184f81	сервис внутренней аналитики маркетплейсов	расширение для аналитики маркетплейсов	ANCHOR_TO_ANCHOR	M9BRQ_012_17638a451bed5dec	M4QR2Q00041	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_7ca2a73712db8d8d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00700 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
