case_id	m5_hypothesis_id	cluster_id	semantic_identity_id	current_query_id	link_basis	link_evidence	baseline_owner_state	baseline_page_role_state	current_material_hold_degree	diagnostic_relevance	evidence_refs	m10d_case_outcome	cluster_effect_class	causal_rationale	m11_constraint	evidence_refs
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_32544b5109994d76	M8SID_ce5c460b3a2124bb	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_78f92d4031ef0ce5 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_32544b5109994d76; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	23	Adjacent unresolved M10A boundary for Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_78f92d4031ef0ce5 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_32544b5109994d76 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_32544b5109994d76
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_5807efab0bbb4b64	M8SID_0943a1068e9402f4	M4QR2Q00025	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_79fb3608711541d2 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_5807efab0bbb4b64; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	38	Adjacent unresolved M10A boundary for загрузка отчетов с маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_79fb3608711541d2 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5807efab0bbb4b64 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent загрузка отчетов с маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for загрузка отчетов с маркетплейсов. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5807efab0bbb4b64
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_d755a1fe3e51ac2e	M8SID_3bf57790dda15865	M9BRQ_009_3bf57790dda15865	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_83623c6e9f26962b connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_d755a1fe3e51ac2e; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	36	Adjacent unresolved M10A boundary for Сверка отчетов с Wildberries, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_83623c6e9f26962b | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d755a1fe3e51ac2e | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Сверка отчетов с Wildberries: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Сверка отчетов с Wildberries. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_d755a1fe3e51ac2e
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_8f0e6e3238f52a2b	M8SID_2a1f3b8d04a0da08	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_8b9b14a888256c03 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_8f0e6e3238f52a2b; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	36	Adjacent unresolved M10A boundary for Отчёт «Доходы и расходы» Wildberries: как читать и сверять, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_8b9b14a888256c03 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_8f0e6e3238f52a2b | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Отчёт «Доходы и расходы» Wildberries: как читать и сверять: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Отчёт «Доходы и расходы» Wildberries: как читать и сверять. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_8f0e6e3238f52a2b
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_a7c25b124fa757fd	M8SID_7455a5a41ec9db71	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_8f3d7bcbb68d73bc connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_a7c25b124fa757fd; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	36	Adjacent unresolved M10A boundary for Отчёт о реализации Wildberries: как читать финансовый отчёт и сверить выплату, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_8f3d7bcbb68d73bc | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_a7c25b124fa757fd | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Отчёт о реализации Wildberries: как читать финансовый отчёт и сверить выплату: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Отчёт о реализации Wildberries: как читать финансовый отчёт и сверить выплату. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_a7c25b124fa757fd
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_af749ec09b819751	M8SID_853c71e68bd46c94	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_8f7c86f5a0cc6c4a connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_af749ec09b819751; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	57	Adjacent unresolved M10A boundary for Аналитика вайлдберриз: в каком отчете верные данные, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_8f7c86f5a0cc6c4a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_af749ec09b819751 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Аналитика вайлдберриз: в каком отчете верные данные: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Аналитика вайлдберриз: в каком отчете верные данные. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_af749ec09b819751
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_9f80eb481788313c	M8SID_df79f0c3371689ed	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_b49e9516192da3a2 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_9f80eb481788313c; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	48	Adjacent unresolved M10A boundary for Отчёт о продажах Wildberries: как читать и выгружать, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_b49e9516192da3a2 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_9f80eb481788313c | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Отчёт о продажах Wildberries: как читать и выгружать: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Отчёт о продажах Wildberries: как читать и выгружать. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_9f80eb481788313c
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_b9a650f7e0f5ffc5	M8SID_a0b46005e544f2a9	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c3714af836ecfc0b connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_b9a650f7e0f5ffc5; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	36	Adjacent unresolved M10A boundary for Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c3714af836ecfc0b | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b9a650f7e0f5ffc5 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_b9a650f7e0f5ffc5
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_0ac1770f2755faaf	M8SID_c65a5e24dfdb39bc	M4QR2Q00032	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c3ddd67fc39ef758 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_0ac1770f2755faaf; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	43	Adjacent unresolved M10A boundary for отчет маркетплейса вайлдберриз, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c3ddd67fc39ef758 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent отчет маркетплейса вайлдберриз: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for отчет маркетплейса вайлдберриз. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_0ac1770f2755faaf
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_ffefa36c3120e974	M8SID_81a0551c95b1343e	NONE	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c521486348d63dd7 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_ffefa36c3120e974; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	60	Adjacent unresolved M10A boundary for Отчет по операциям с маркетплейса, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c521486348d63dd7 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ffefa36c3120e974 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Отчет по операциям с маркетплейса: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Отчет по операциям с маркетплейса. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_ffefa36c3120e974
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_c71fcf5e270aecd7	M8SID_d9a5cc3e810be381	M4QR2Q00012	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_c70cd406361b5345 connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_c71fcf5e270aecd7; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	60	Adjacent unresolved M10A boundary for отчеты для селлеров маркетплейсов, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_c70cd406361b5345 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_c71fcf5e270aecd7 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent отчеты для селлеров маркетплейсов: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for отчеты для селлеров маркетплейсов. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_c71fcf5e270aecd7
M10BCASE_adb2e167115fbbbd	M5H00049	M9CL_653a524075c126d1	M8SID_7c23963a6f4bc9db	M9BRQ_010_7c23963a6f4bc9db	DEFENSIBLE_TASK_SCOPE_LINK	Exact accepted material M10A pair M9PAIR_d21a0342b29aa44a connects the direct anchor M9CL_5aa7113efc724f06 to compatible bounded task M9CL_653a524075c126d1; OFFICIAL_VS_VENDOR_REPORT uncertainty names this task/page-role distinction.	HOLD_NO_SEARCH_ONLY_OWNER	HOLD_NOT_AUTHORIZED_BY_SEARCH_ONLY_BASELINE	19	Adjacent unresolved M10A boundary for Сверка отчетов с Ozon, without changing task/marketplace/product fit.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_d21a0342b29aa44a | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_653a524075c126d1 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049	ENRICH	PRESERVE	Adjacent Сверка отчетов с Ozon: M10B links this adjacent task, but the exact AI prompt tested отчеты маркетплейсов; no direct target-specific evidence for Сверка отчетов с Ozon. Ozon official report process cannot authorize universal marketplace report claims	No case-specific causal effect on this linked target; keep immutable Search-only HOLD.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_653a524075c126d1
