case_id	pair_id	cluster_id_a	cluster_id_b	terminal_search_only_disposition	m10a_boundary_state	diagnostic_relevance	expected_information_gain	evidence_refs	claim_boundary	m10d_case_outcome	boundary_effect_class	causal_rationale	m11_constraint	evidence_refs
M10BCASE_adb2e167115fbbbd	M9PAIR_16a2bc4a4dac21c9	M9CL_ce7b5d6c7e756b52	M9CL_5aa7113efc724f06	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_16a2bc4a4dac21c9 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for сверка отчётов и выплат wildberries: статусы, источники и контрольные суммы but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_16a2bc4a4dac21c9
M10BCASE_adb2e167115fbbbd	M9PAIR_2ab3acfd7a232306	M9CL_5aa7113efc724f06	M9CL_2637e53fc435b258	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_2ab3acfd7a232306 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for внутренняя аналитика wildberries: карта отчётов и еженедельный разбор but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_2ab3acfd7a232306
M10BCASE_adb2e167115fbbbd	M9PAIR_305d52876a1addd6	M9CL_5aa7113efc724f06	M9CL_fdfbaa2be042b32a	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Отчёт по возвратам Wildberries: разбор операций и удержаний`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_305d52876a1addd6 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for отчёт по возвратам wildberries: разбор операций и удержаний but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_305d52876a1addd6
M10BCASE_adb2e167115fbbbd	M9PAIR_376074b0cfb69d14	M9CL_d6e9196cf6453986	M9CL_5aa7113efc724f06	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Управление остатками на Wildberries: как использовать отчёт «История остатков»`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_376074b0cfb69d14 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for управление остатками на wildberries: как использовать отчёт «история остатков» but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_376074b0cfb69d14
M10BCASE_adb2e167115fbbbd	M9PAIR_3a353e1d83570369	M9CL_5aa7113efc724f06	M9CL_896f32bed9216251	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_3a353e1d83570369 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for внутренняя аналитика wildberries. как читать отчеты в личном кабинете? but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_3a353e1d83570369
M10BCASE_adb2e167115fbbbd	M9PAIR_4f5bbd27a160c42f	M9CL_5aa7113efc724f06	M9CL_6950959fa0c762cf	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_4f5bbd27a160c42f | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for удержания рядом с комиссией wildberries: как разделить начисления в отчёте but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_4f5bbd27a160c42f
M10BCASE_adb2e167115fbbbd	M9PAIR_556dae04a32bda80	M9CL_5aa7113efc724f06	M9CL_1590e99dd5f53a49	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Статистика и аналитика продаж на Wildberries`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_556dae04a32bda80 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for статистика и аналитика продаж на wildberries but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_556dae04a32bda80
M10BCASE_adb2e167115fbbbd	M9PAIR_55efb63d3dcd6a66	M9CL_5aa7113efc724f06	M9CL_88cb2602f75e6f48	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `отчет маркетплейса озон`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_55efb63d3dcd6a66 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for отчет маркетплейса озон but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_55efb63d3dcd6a66
M10BCASE_adb2e167115fbbbd	M9PAIR_5a9a45c7cae71c81	M9CL_5aa7113efc724f06	M9CL_76d530948f2a83bc	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `отчеты маркетплейсов примеры`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_5a9a45c7cae71c81 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for отчеты маркетплейсов примеры but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_5a9a45c7cae71c81
M10BCASE_adb2e167115fbbbd	M9PAIR_6e6f5054b2e6340d	M9CL_5aa7113efc724f06	M9CL_1de66900c2146c5b	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Финансовый отчет WILDBERRIES – как читать?`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_6e6f5054b2e6340d | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for финансовый отчет wildberries – как читать? but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_6e6f5054b2e6340d
M10BCASE_adb2e167115fbbbd	M9PAIR_6ff3cf6b267fea79	M9CL_de045ccdfbf546b3	M9CL_5aa7113efc724f06	TERMINAL_CURRENT_SEARCH_CONFLICT	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `финансовые отчеты маркетплейсов`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_6ff3cf6b267fea79 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for финансовые отчеты маркетплейсов but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_6ff3cf6b267fea79
M10BCASE_adb2e167115fbbbd	M9PAIR_73a8e3e84fdbb605	M9CL_5aa7113efc724f06	M9CL_18591a5da8d7a451	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_73a8e3e84fdbb605 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_73a8e3e84fdbb605
M10BCASE_adb2e167115fbbbd	M9PAIR_78f92d4031ef0ce5	M9CL_5aa7113efc724f06	M9CL_32544b5109994d76	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	HOLD_PAGE_OWNERSHIP_BOUNDARY	AI framing for `отчеты маркетплейсов` can diagnose OFFICIAL_VS_VENDOR_REPORT against adjacent frozen task `Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки`; it cannot decide same/separate page.	Capture official versus third-party report citations and answer framing; test one named report-reading HOLD and associated unresolved material boundaries.	docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_78f92d4031ef0ce5 | docs/seo/work_return/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER_2026-09-23_R1/M5_AI_DIAGNOSTIC_HYPOTHESIS_REGISTER.tsv#M5H00049 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CLUSTER_PAGE_IA_BASELINE.tsv#M9CL_5aa7113efc724f06	Causal diagnostic target only; original M10A pair stays HOLD, with zero same/separate page authorizations.	ENRICH	ENRICH_ONLY	The answer adds bounded role/source context for воронка продаж на wildberries: как сравнивать периоды и показатели площадки but does not narrow the ownership boundary. Ozon official report process cannot authorize universal marketplace report claims	Carry source-role/task context to M11 without owner or same/separate page authorization.	docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT01_SEARCH_RESULT_V1.json@80f46164b9f6f48f8b41e22cf994ea7b69e95356 | docs/seo/evidence/m10c/M10C_CASE14_SNAPSHOT02_SEARCH_RESULT_V1.json@e895cd51a74245aec5ba3e7bd11868465c21bdea | docs/seo/M10C_CASE14_TERMINAL_CLOSURE_2026-09-25_R1.md@02439f7bf19176de0d54f136a5ec9e1c7fc7c8b1 | docs/seo/work_return/M10A_SEARCH_ONLY_PAGE_IA_BASELINE_2026-09-24_R1/M10A_CANNIBALIZATION_BOUNDARY.tsv#M9PAIR_78f92d4031ef0ce5
