hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9H_27259d7c1df7aa31	M9PAIR_077609e44e4c10db	M8SID_7c14f16157d077b9	M8SID_b494df2d754aba5f	M9CL_9ef9d5ed87d0b015	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and Отчет «География» в разделах «Продавцы» и «Бренды» can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_92aa4728db36e5c6	M9PAIR_e2ed428c870328c9	M8SID_7c14f16157d077b9	M8SID_c65a5e24dfdb39bc	M9CL_9ef9d5ed87d0b015	M9CL_0ac1770f2755faaf	H_MIXED_INTENT_BOUNDARY	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and отчет маркетплейса вайлдберриз can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00032:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_cd4e3a2d78315944	M9PAIR_9789146be9b51a82	M8SID_7c14f16157d077b9	M8SID_c673d63396e872d3	M9CL_9ef9d5ed87d0b015	M9CL_896f32bed9216251	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_dcf50c722cd99b80	M9PAIR_3e073733ba1ca856	M8SID_7c14f16157d077b9	M8SID_d9a5cc3e810be381	M9CL_9ef9d5ed87d0b015	M9CL_c71fcf5e270aecd7	H_ONE_SERP_INSUFFICIENT	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and отчеты для селлеров маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00012:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_affeac35b96e3c3c	M9PAIR_8da56a03fbf7f9b8	M8SID_7c14f16157d077b9	M8SID_def0afbc32106614	M9CL_9ef9d5ed87d0b015	M9CL_50d7bf9bbe2a0dff	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and Сводный отчёт по продавцу can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_56a0102acbb701e4	M9PAIR_9daa293159585ed9	M8SID_7c14f16157d077b9	M8SID_e10faa73a1384257	M9CL_9ef9d5ed87d0b015	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and отчеты для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_8dc0983b38818a96	M9PAIR_891a376375d7744b	M8SID_7c14f16157d077b9	M8SID_ed858336de500ab2	M9CL_9ef9d5ed87d0b015	M9CL_2637e53fc435b258	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_e754bf8388cb6e93	M9PAIR_78c7be28cd092821	M8SID_7c14f16157d077b9	M8SID_f326261dec0f180d	M9CL_9ef9d5ed87d0b015	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and аналитика показателей продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_1d1cad5236d427cc	M9PAIR_8a226bee3aa750f9	M8SID_7c14f16157d077b9	M8SID_f5fd17b7b76a574d	M9CL_9ef9d5ed87d0b015	M9CL_c1642637b2afc063	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по рекламе Wildberries: где смотреть и как анализировать and ДРР на Wildberries и Ozon: что это, формула и какая норма can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_50709489879a7fae	M9PAIR_6184da45f0d93f7b	M8SID_7c23963a6f4bc9db	M8SID_81a0551c95b1343e	M9CL_653a524075c126d1	M9CL_ffefa36c3120e974	H_NO_BILATERAL_SERP_SAME_TASK	Whether Сверка отчетов с Ozon and Отчет по операциям с маркетплейса can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_7897305f617ae0fa	M9PAIR_fe24bdc659d769a6	M8SID_7c23963a6f4bc9db	M8SID_83f33ee4e629a7c9	M9CL_653a524075c126d1	M9CL_adcead7701b4a4b4	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and Как читать финансовый отчёт Wildberries и Ozon can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_e9ddb95bc656f9df	M9PAIR_be8d822ae4cf5d1f	M8SID_7c23963a6f4bc9db	M8SID_8850a7f387c57a62	M9CL_653a524075c126d1	M9CL_caacbc319d4bcb6f	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and отчет для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_4d4a8cb7d95b2d6c	M9PAIR_f8242ff72abb1cbf	M8SID_7c23963a6f4bc9db	M8SID_985f150bb9d0478c	M9CL_653a524075c126d1	M9CL_abd1bf5b4bfcf6a2	H_NO_BILATERAL_SERP_SAME_TASK	Whether Сверка отчетов с Ozon and Отчёт о реализации Ozon: где найти и как сверить выплату can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_de678dadb9a33363	M9PAIR_4c27170947d87345	M8SID_7c23963a6f4bc9db	M8SID_b494df2d754aba5f	M9CL_653a524075c126d1	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Сверка отчетов с Ozon and Отчет «География» в разделах «Продавцы» и «Бренды» can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_530ec3ec968b306c	M9PAIR_53ce1754b53125ae	M8SID_7c23963a6f4bc9db	M8SID_b5ea13003e4c370e	M9CL_653a524075c126d1	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and где скачать отчет о выкупах маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_30dd3d21b88cdac7	M9PAIR_e46be14b59750da2	M8SID_7c23963a6f4bc9db	M8SID_c6b3851b9dcf0b07	M9CL_653a524075c126d1	M9CL_80cd29d458ea642b	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and отчет о списаниях маркетплейс can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00034:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_5091a065bd96e870	M9PAIR_8b003c469a922e13	M8SID_7c23963a6f4bc9db	M8SID_c8bd772d7a8b9ccb	M9CL_653a524075c126d1	M9CL_ed5c38b4234094c0	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and Как сверить отчёты маркетплейсов и найти скрытые удержания can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_8759c225c7479f3a	M9PAIR_073e4f890bf22658	M8SID_7c23963a6f4bc9db	M8SID_d9a5cc3e810be381	M9CL_653a524075c126d1	M9CL_c71fcf5e270aecd7	H_ONE_SERP_INSUFFICIENT	Whether Сверка отчетов с Ozon and отчеты для селлеров маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00012:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_3a24a4ef0ef9b47a	M9PAIR_2aab30cbf4f3ceaf	M8SID_7c23963a6f4bc9db	M8SID_def0afbc32106614	M9CL_653a524075c126d1	M9CL_50d7bf9bbe2a0dff	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Сверка отчетов с Ozon and Сводный отчёт по продавцу can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_a3b7b6a31419ac74	M9PAIR_51a7934d49d690cc	M8SID_7c23963a6f4bc9db	M8SID_e10faa73a1384257	M9CL_653a524075c126d1	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and отчеты для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_b4f9a88b6493429d	M9PAIR_7ad85899659e2343	M8SID_7c23963a6f4bc9db	M8SID_ee6b9436900836db	M9CL_653a524075c126d1	M9CL_88cb2602f75e6f48	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and отчет маркетплейса озон can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00033:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_88f9ed9bb240ab89	M9PAIR_73e2a5846c34b657	M8SID_7c23963a6f4bc9db	M8SID_f326261dec0f180d	M9CL_653a524075c126d1	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Сверка отчетов с Ozon and аналитика показателей продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_fe0c8f31cae6f2d9	M9PAIR_999e78733fd83a44	M8SID_7c23963a6f4bc9db	M8SID_f89f2eed596da6c9	M9CL_653a524075c126d1	M9CL_60ecfdfdf15511dc	H_MIXED_INTENT_BOUNDARY	Whether Сверка отчетов с Ozon and как загрузить отчеты маркетплейса can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_afb8193185b9094e	M9PAIR_455b25c450a117b6	M8SID_81a0551c95b1343e	M8SID_81d8f3590bddaaab	M9CL_ffefa36c3120e974	M9CL_e8585808991d65bd	H_MIXED_INTENT_BOUNDARY	Whether Отчет по операциям с маркетплейса and Как построить воронку продаж на маркетплейсе can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_2cb7c6ca3201350f	M9PAIR_5697ef4f3a8c3032	M8SID_81a0551c95b1343e	M8SID_8332eb45850054b1	M9CL_ffefa36c3120e974	M9CL_f2b595fb3a090d8f	H_MIXED_INTENT_BOUNDARY	Whether Отчет по операциям с маркетплейса and ии аналитика маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_effc5d1bc65decb6	M9PAIR_a27a589e16709aaf	M8SID_81a0551c95b1343e	M8SID_83f33ee4e629a7c9	M9CL_ffefa36c3120e974	M9CL_adcead7701b4a4b4	H_MIXED_INTENT_BOUNDARY	Whether Отчет по операциям с маркетплейса and Как читать финансовый отчёт Wildberries и Ozon can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_6ac579952cf96f48	M9PAIR_46931ac1fe6a22da	M8SID_81a0551c95b1343e	M8SID_853c71e68bd46c94	M9CL_ffefa36c3120e974	M9CL_af749ec09b819751	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчет по операциям с маркетплейса and Аналитика вайлдберриз: в каком отчете верные данные can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_d2287871dbefb24a	M9PAIR_2da82ebd89af94cb	M8SID_81a0551c95b1343e	M8SID_8850a7f387c57a62	M9CL_ffefa36c3120e974	M9CL_caacbc319d4bcb6f	H_MIXED_INTENT_BOUNDARY	Whether Отчет по операциям с маркетплейса and отчет для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_85b36cac54074dc5	M9PAIR_24fc3a1b6b83144d	M8SID_81a0551c95b1343e	M8SID_91da785ba085dc94	M9CL_ffefa36c3120e974	M9CL_18591a5da8d7a451	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчет по операциям с маркетплейса and Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_8c0a16d93f840b0f	M9PAIR_ad1866d391711d07	M8SID_81a0551c95b1343e	M8SID_91db5a13422632c2	M9CL_ffefa36c3120e974	M9CL_c6f9d55c55d0a25d	H_ONE_SERP_INSUFFICIENT	Whether Отчет по операциям с маркетплейса and дрр wildberries can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00024:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_2df49aa9fb66f605	M9PAIR_14042b477e006af7	M8SID_81a0551c95b1343e	M8SID_985f150bb9d0478c	M9CL_ffefa36c3120e974	M9CL_abd1bf5b4bfcf6a2	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчет по операциям с маркетплейса and Отчёт о реализации Ozon: где найти и как сверить выплату can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_9236e2435de2bd20	M9PAIR_e5d0e6602c6e4ba4	M8SID_81a0551c95b1343e	M8SID_9abd6603016eb220	M9CL_ffefa36c3120e974	M9CL_a376985a8068ec48	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчет по операциям с маркетплейса and Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_f0898cd1745c2eec	M9PAIR_36f38749e0d35f22	M8SID_81a0551c95b1343e	M8SID_9f67c7e74f7f9587	M9CL_ffefa36c3120e974	M9CL_1de66900c2146c5b	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчет по операциям с маркетплейса and Финансовый отчет WILDBERRIES – как читать? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
