cluster_id	cluster_state	member_count	member_semantic_identity_ids	canonical_cluster_label	primary_user_job	intent_primary	intent_mixed_notes	marketplace_scope	product_fit_boundary	search_anchor_identity_ids	exact_serp_member_count	pairwise_merge_count	external_material_hold_count	serp_evidence_summary	exact_url_overlap_summary	result_page_type_expectation	merge_rationale	split_boundary_rationale	cannibalization_risk	ambiguity_hold	hold_reopen_rule	upstream_m8_refs	search_evidence_refs	claim_boundary
M9CL_18591a5da8d7a451	HOLD_CLUSTER_BOUNDARY	1	M8SID_91da785ba085dc94	Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	23	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	23 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_91da785ba085dc94	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_c6f9d55c55d0a25d	HOLD_CLUSTER_BOUNDARY	1	M8SID_91db5a13422632c2	дрр wildberries	Inspect seller-owned advertising reports and diagnose performance	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_91db5a13422632c2	1	0	20	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	20 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_91db5a13422632c2	M4QR2Q00024:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_abd1bf5b4bfcf6a2	HOLD_CLUSTER_BOUNDARY	1	M8SID_985f150bb9d0478c	Отчёт о реализации Ozon: где найти и как сверить выплату	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	19	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	19 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_985f150bb9d0478c	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_a376985a8068ec48	HOLD_CLUSTER_BOUNDARY	1	M8SID_9abd6603016eb220	Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая	Inspect seller-owned advertising reports and explain observed metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	36	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	36 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_9abd6603016eb220	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_d9c788dddddda566	HOLD_CLUSTER_BOUNDARY	1	M8SID_9ebe0f620e9744e6	аналитика маркетплейсов лучшие сервисы	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_9ebe0f620e9744e6	1	0	17	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 4 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	17 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_9ebe0f620e9744e6	M9BRQ_024_9ebe0f620e9744e6:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_1de66900c2146c5b	HOLD_CLUSTER_BOUNDARY	1	M8SID_9f67c7e74f7f9587	Финансовый отчет WILDBERRIES – как читать?	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	36	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	36 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_9f67c7e74f7f9587	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_b9a650f7e0f5ffc5	HOLD_CLUSTER_BOUNDARY	1	M8SID_a0b46005e544f2a9	Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	36	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	36 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_a0b46005e544f2a9	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_fdfbaa2be042b32a	HOLD_CLUSTER_BOUNDARY	1	M8SID_a0eeffff2d867dcb	Отчёт по возвратам Wildberries: разбор операций и удержаний	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	22	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	22 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_a0eeffff2d867dcb	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_7b0e9f96b0e08782	HOLD_CLUSTER_BOUNDARY	1	M8SID_a5452022da8e1c54	Аналитика Wildberries: отчёты, метрики и дашборды продавца	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	57	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	57 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_a5452022da8e1c54	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_ddc2616f80ca85b6	HOLD_CLUSTER_BOUNDARY	1	M8SID_a6dbb52f9468a6a4	chatgpt для wildberries	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_a6dbb52f9468a6a4	1	0	3	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	3 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_a6dbb52f9468a6a4	M4QR2Q00002:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_3197bfc345204378	HOLD_CLUSTER_BOUNDARY	1	M8SID_a7efef13fa5d09dc	ДРР на Wildberries — как рассчитать и оптимизировать	Inspect seller-owned advertising reports and explain observed metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	20	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	20 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_a7efef13fa5d09dc	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_531649fa74ba4091	HOLD_CLUSTER_BOUNDARY	1	M8SID_a80ecbe39e0f75b9	Как читать и анализировать финансовый отчёт Wildberries	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_a80ecbe39e0f75b9	1	0	28	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	28 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_a80ecbe39e0f75b9	M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_9d52a57fe836056a	HOLD_CLUSTER_BOUNDARY	1	M8SID_ad9d528ae20638a6	сервис аналитики на маркетплейсах отзывы	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_ad9d528ae20638a6	1	0	21	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	21 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_ad9d528ae20638a6	M9BRQ_025_ad9d528ae20638a6:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_66e02c398f10d742	HOLD_CLUSTER_BOUNDARY	1	M8SID_aeb8b283519ced02	ии для продаж на маркетплейсах	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	0	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	0 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_aeb8b283519ced02	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_8cd3918c2ea1fde7	HOLD_CLUSTER_BOUNDARY	1	M8SID_afe48225d34ce12b	лучшие сервисы аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_afe48225d34ce12b	1	0	17	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 4 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	17 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_afe48225d34ce12b	M4QR2Q00030:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_f0e07ec6b2f588c0	HOLD_CLUSTER_BOUNDARY	1	M8SID_b02e9e70557692e0	ии помощник селлера	Get help understanding daily seller operations from permitted data	MIXED	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_b02e9e70557692e0	1	0	14	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	14 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_b02e9e70557692e0	M4QR2Q00028:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_584563dff9997c98	HOLD_CLUSTER_BOUNDARY	1	M8SID_b2c582967d3dea97	Как читать финансовый отчет WILDBERRIES за 5 минут?	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	28	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	28 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_b2c582967d3dea97	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_f667a169d39bce9d	HOLD_CLUSTER_BOUNDARY	1	M8SID_b494df2d754aba5f	Отчет «География» в разделах «Продавцы» и «Бренды»	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	60	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	60 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_b494df2d754aba5f	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_6950959fa0c762cf	HOLD_CLUSTER_BOUNDARY	1	M8SID_b5ddcf597a798e80	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	36	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	36 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_b5ddcf597a798e80	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_2f145a3b5c056ace	HOLD_CLUSTER_BOUNDARY	1	M8SID_b5ea13003e4c370e	где скачать отчет о выкупах маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	INFORMATIONAL	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_b5ea13003e4c370e	1	0	41	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	41 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_b5ea13003e4c370e	M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_b875735bfe0783e3	HOLD_CLUSTER_BOUNDARY	1	M8SID_bc3305b7d5adfb2b	ии агент для wildberries	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_bc3305b7d5adfb2b	1	0	8	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	8 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_bc3305b7d5adfb2b	M4QR2Q00006:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_3291d5bba9e4f595	HOLD_CLUSTER_BOUNDARY	1	M8SID_c41c83a50b6900cb	ии агенты маркетплейсы отчеты	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_c41c83a50b6900cb	1	0	10	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	10 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c41c83a50b6900cb	M9BRW2Q_007_c41c83a50b6900cb:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_3e9cae524f2ba50c	HOLD_CLUSTER_BOUNDARY	1	M8SID_c4d7f4ca514dc5fd	ии анализ продаж маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_c4d7f4ca514dc5fd	1	0	41	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	41 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c4d7f4ca514dc5fd	M9BRQ_006_c4d7f4ca514dc5fd:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_0ac1770f2755faaf	HOLD_CLUSTER_BOUNDARY	1	M8SID_c65a5e24dfdb39bc	отчет маркетплейса вайлдберриз	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_c65a5e24dfdb39bc	1	0	43	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	43 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c65a5e24dfdb39bc	M4QR2Q00032:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_896f32bed9216251	HOLD_CLUSTER_BOUNDARY	1	M8SID_c673d63396e872d3	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	57	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	57 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c673d63396e872d3	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_80cd29d458ea642b	HOLD_CLUSTER_BOUNDARY	1	M8SID_c6b3851b9dcf0b07	отчет о списаниях маркетплейс	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_c6b3851b9dcf0b07	1	0	30	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	30 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c6b3851b9dcf0b07	M4QR2Q00034:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_ed5c38b4234094c0	HOLD_CLUSTER_BOUNDARY	1	M8SID_c8bd772d7a8b9ccb	Как сверить отчёты маркетплейсов и найти скрытые удержания	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	30	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	30 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c8bd772d7a8b9ccb	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
