hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9HOLD_00792	M9PAIR_8f00d08647a950cb	M8SID_8850a7f387c57a62	M8SID_a0b46005e544f2a9	M9CL_caacbc319d4bcb6f	M9CL_b9a650f7e0f5ffc5	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'отчет для селлеров' and 'Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_003_8850a7f387c57a62:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00793	M9PAIR_8f38c870dbf06e30	M8SID_4d97378705ba844a	M8SID_9ebe0f620e9744e6	M9CL_274a77f40055dc26	M9CL_d9c788dddddda566	H_OTHER_BOUNDARY	One honest shared user answer for 'плагин аналитика маркетплейсов' and 'аналитика маркетплейсов лучшие сервисы' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_OTHER_BOUNDARY; M9BRQ_015_4d97378705ba844a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_024_9ebe0f620e9744e6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00794	M9PAIR_8f3d7bcbb68d73bc	M8SID_644f4afb78dc957a	M8SID_7455a5a41ec9db71	M9CL_5aa7113efc724f06	M9CL_a7c25b124fa757fd	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'отчеты маркетплейсов' and 'Отчёт о реализации Wildberries: как читать финансовый отчёт и сверить выплату' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00035:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00795	M9PAIR_8f4064bf102dc5c9	M8SID_17638a451bed5dec	M8SID_f56a9426dbf7f0a2	M9CL_c055b49c1d4038d9	M9CL_e5b4c116e46d3dab	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'сервис внутренней аналитики маркетплейсов' and 'сервис аналитика маркетплейсов бесплатно' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 2; Top20 5; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_012_17638a451bed5dec:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_021_f56a9426dbf7f0a2:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00796	M9PAIR_8f73c20e2ba8bd70	M8SID_1c0ee8bb00ecd201	M8SID_a5452022da8e1c54	M9CL_d42db04cbd6ea436	M9CL_7b0e9f96b0e08782	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как правильно рассчитать ДРР на Wildberries?' and 'Аналитика Wildberries: отчёты, метрики и дашборды продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_015_1c0ee8bb00ecd201:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00797	M9PAIR_8f79c1acd190cb29	M8SID_91da785ba085dc94	M8SID_b494df2d754aba5f	M9CL_18591a5da8d7a451	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00798	M9PAIR_8f7c86f5a0cc6c4a	M8SID_644f4afb78dc957a	M8SID_853c71e68bd46c94	M9CL_5aa7113efc724f06	M9CL_af749ec09b819751	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'отчеты маркетплейсов' and 'Аналитика вайлдберриз: в каком отчете верные данные' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00035:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00799	M9PAIR_8fd4bc42a94f55ec	M8SID_3584fdc5b76fc551	M8SID_644f4afb78dc957a	M9CL_db048338baaeca8c	M9CL_5aa7113efc724f06	H_OTHER_BOUNDARY	One honest shared user answer for 'ии для аналитики маркетплейсов' and 'отчеты маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_OTHER_BOUNDARY; M4QR2Q00027:RU225:TOP100 | M4QR2Q00035:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00800	M9PAIR_8fe056718131aa7e	M8SID_1d9b00510d4544c8	M8SID_f326261dec0f180d	M9CL_d6e9196cf6453986	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Управление остатками на Wildberries: как использовать отчёт «История остатков»' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00801	M9PAIR_8ffcfc01647a6370	M8SID_250abbb38cffed7a	M8SID_51050ceda2b330da	M9CL_6bc077568abecff2	M9CL_342b5dc4aa0b6cf8	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Как читать и анализировать отчеты о продажах на Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 5; Top20 10; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRW2Q_017_51050ceda2b330da:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00802	M9PAIR_905dc48b51346afe	M8SID_26313942bc9cfe04	M8SID_352b640652184f81	M9CL_279f4d817e7dce07	M9CL_9d0077e8f75a1708	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами' and 'расширение для аналитики маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00041:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00803	M9PAIR_907ed8471275065b	M8SID_171a63d986f4ed26	M8SID_9abd6603016eb220	M9CL_de045ccdfbf546b3	M9CL_a376985a8068ec48	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'финансовые отчеты маркетплейсов' and 'Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_008_171a63d986f4ed26:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00804	M9PAIR_9084800d18bc8588	M8SID_250abbb38cffed7a	M8SID_ed858336de500ab2	M9CL_6bc077568abecff2	M9CL_2637e53fc435b258	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00805	M9PAIR_909445c1e7f01786	M8SID_171a63d986f4ed26	M8SID_78187c521b37867e	M9CL_de045ccdfbf546b3	M9CL_76d530948f2a83bc	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'финансовые отчеты маркетплейсов' and 'отчеты маркетплейсов примеры' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 4; Top20 8; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_008_171a63d986f4ed26:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_002_78187c521b37867e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00806	M9PAIR_90a971e0eeda17b5	M8SID_a0b46005e544f2a9	M8SID_b5ea13003e4c370e	M9CL_b9a650f7e0f5ffc5	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий' and 'где скачать отчет о выкупах маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00807	M9PAIR_90c9a143804cd737	M8SID_3b03ea8b493492c0	M8SID_f89f2eed596da6c9	M9CL_a1aadae12e8466eb	M9CL_60ecfdfdf15511dc	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах' and 'как загрузить отчеты маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M9BRW2Q_009_f89f2eed596da6c9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00808	M9PAIR_9107ab02a3a25caf	M8SID_c65a5e24dfdb39bc	M8SID_e10faa73a1384257	M9CL_0ac1770f2755faaf	M9CL_2fa2c003890cd17c	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'отчет маркетплейса вайлдберриз' and 'отчеты для селлеров' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_GENERIC_SPECIFIC_UNRESOLVED; M4QR2Q00032:RU225:TOP100 | M9BRQ_004_e10faa73a1384257:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00809	M9PAIR_91118fdf0644c486	M8SID_c9ca51837b06e207	M8SID_f326261dec0f180d	M9CL_c01618f4f985c5a6	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Отчёт «Поисковые запросы на WB»' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00810	M9PAIR_9111d46ddd7f4690	M8SID_2a1f3b8d04a0da08	M8SID_50e949b2f6a4c494	M9CL_8f0e6e3238f52a2b	M9CL_9d782abd2186f6e2	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Отчёт «Доходы и расходы» Wildberries: как читать и сверять' and 'Работа c маркетплейсом: отчеты и аналитика' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00811	M9PAIR_914d2b7ce7085164	M8SID_644f4afb78dc957a	M8SID_a7efef13fa5d09dc	M9CL_5aa7113efc724f06	M9CL_3197bfc345204378	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'отчеты маркетплейсов' and 'ДРР на Wildberries — как рассчитать и оптимизировать' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00035:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00812	M9PAIR_914d7c3b93a0d5d4	M8SID_3584fdc5b76fc551	M8SID_a5452022da8e1c54	M9CL_db048338baaeca8c	M9CL_7b0e9f96b0e08782	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'ии для аналитики маркетплейсов' and 'Аналитика Wildberries: отчёты, метрики и дашборды продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00027:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00813	M9PAIR_9165ced913cd7f34	M8SID_096b2cc4a0b3c4f5	M8SID_d9a5cc3e810be381	M9CL_7e11683d4b2f5d22	M9CL_c71fcf5e270aecd7	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как анализировать отчет о продажах на Wildberries' and 'отчеты для селлеров маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_016_096b2cc4a0b3c4f5:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00012:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00814	M9PAIR_916a82d54ea846c1	M8SID_1d9b00510d4544c8	M8SID_a5452022da8e1c54	M9CL_d6e9196cf6453986	M9CL_7b0e9f96b0e08782	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Управление остатками на Wildberries: как использовать отчёт «История остатков»' and 'Аналитика Wildberries: отчёты, метрики и дашборды продавца' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00815	M9PAIR_918153824af2bfe9	M8SID_3ac8d30877f874f9	M8SID_3e26a6dc912542f5	M9CL_2bf4cc28a5b1b541	M9CL_433249de25051688	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'сервисы аналитики маркетплейсов топ' and 'бесплатный сервис аналитики маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 2; Top20 4; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_022_3ac8d30877f874f9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_014_3e26a6dc912542f5:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00816	M9PAIR_9229235bc1831e2e	M8SID_24825275388a8170	M8SID_3584fdc5b76fc551	M9CL_994f2db1cb2d47e9	M9CL_db048338baaeca8c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'нейросеть для работы с маркетплейсами' and 'ии для аналитики маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 3; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_003_24825275388a8170:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00027:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00817	M9PAIR_927d1919c5aaed7a	M8SID_1d9b00510d4544c8	M8SID_78187c521b37867e	M9CL_d6e9196cf6453986	M9CL_76d530948f2a83bc	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Управление остатками на Wildberries: как использовать отчёт «История остатков»' and 'отчеты маркетплейсов примеры' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_002_78187c521b37867e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00818	M9PAIR_92bfe0512b95a149	M8SID_1d9b00510d4544c8	M8SID_d9a5cc3e810be381	M9CL_d6e9196cf6453986	M9CL_c71fcf5e270aecd7	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Управление остатками на Wildberries: как использовать отчёт «История остатков»' and 'отчеты для селлеров маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M4QR2Q00012:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00819	M9PAIR_930fa62a1b237165	M8SID_171a63d986f4ed26	M8SID_2a1f3b8d04a0da08	M9CL_de045ccdfbf546b3	M9CL_8f0e6e3238f52a2b	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'финансовые отчеты маркетплейсов' and 'Отчёт «Доходы и расходы» Wildberries: как читать и сверять' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_008_171a63d986f4ed26:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00820	M9PAIR_935bb542eb9f3bd3	M8SID_2a1f3b8d04a0da08	M8SID_81a0551c95b1343e	M9CL_8f0e6e3238f52a2b	M9CL_ffefa36c3120e974	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Отчёт «Доходы и расходы» Wildberries: как читать и сверять' and 'Отчет по операциям с маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
