pair_id	semantic_identity_id_a	semantic_identity_id_b	canonical_text_a	canonical_text_b	preliminary_family_a	preliminary_family_b	user_task_relation	intent_relation	marketplace_scope_relation	product_fit_relation	search_comparability	current_query_id_a	current_query_id_b	exact_url_overlap_top10_count	exact_url_union_top10_count	exact_url_jaccard_top10	exact_url_overlap_top20_count	exact_url_union_top20_count	exact_url_jaccard_top20	domain_overlap_top10_count	domain_union_top10_count	domain_jaccard_top10	result_page_type_relation	search_evidence_refs	evidence_grade	pair_decision	pair_reason_code	rationale	claim_boundary
M9PAIR_66b26aea1bd78763	M8SID_3b92dfcc2a1d077e	M8SID_853c71e68bd46c94	сервис аналитика продаж на маркетплейсах	Аналитика вайлдберриз: в каком отчете верные данные	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_25ac122844c76f0e	M8SID_3b92dfcc2a1d077e	M8SID_8850a7f387c57a62	сервис аналитика продаж на маркетплейсах	отчет для селлеров	F3	F3	DIFFERENT	SAME	AMBIGUOUS	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M9BRQ_003_8850a7f387c57a62	0	20	0.000000	2	38	0.052632	0	18	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_003_8850a7f387c57a62:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_4f36f70f55fff74f	M8SID_3b92dfcc2a1d077e	M8SID_8c1225a6582027f4	сервис аналитика продаж на маркетплейсах	chatgpt для ozon	F3	F2	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00001	0	20	0.000000	0	40	0.000000	0	18	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00001:RU225:TOP100	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_8d97803ce8c9aac4	M8SID_3b92dfcc2a1d077e	M8SID_8df9f34f2bb7e11a	сервис аналитика продаж на маркетплейсах	ии агенты для маркетплейсов	F3	F1	DIFFERENT	SAME	SAME	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00008	0	20	0.000000	0	40	0.000000	1	19	0.052632	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00008:RU225:TOP100	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_9bd26ec145dc9de3	M8SID_3b92dfcc2a1d077e	M8SID_91da785ba085dc94	сервис аналитика продаж на маркетплейсах	Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя	F3	F3	DIFFERENT	AMBIGUOUS	SAME	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_c9d1b5193641ffd4	M8SID_3b92dfcc2a1d077e	M8SID_91db5a13422632c2	сервис аналитика продаж на маркетплейсах	дрр wildberries	F3	F6	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00024	0	20	0.000000	0	40	0.000000	0	19	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00024:RU225:TOP100	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_451388513dfa1f21	M8SID_3b92dfcc2a1d077e	M8SID_985f150bb9d0478c	сервис аналитика продаж на маркетплейсах	Отчёт о реализации Ozon: где найти и как сверить выплату	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_388a9410dd9b0ddd	M8SID_3b92dfcc2a1d077e	M8SID_9abd6603016eb220	сервис аналитика продаж на маркетплейсах	Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая	F3	F6	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_3fb5c977657ab95e	M8SID_3b92dfcc2a1d077e	M8SID_9ebe0f620e9744e6	сервис аналитика продаж на маркетплейсах	аналитика маркетплейсов лучшие сервисы	F3	F3	COMPATIBLE	SAME	SAME	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M9BRQ_024_9ebe0f620e9744e6	0	20	0.000000	1	39	0.025641	0	19	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_024_9ebe0f620e9744e6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_OTHER_BOUNDARY	Exact URL Top10 0/20, Top20 1/39; semantic relation permits same job but Search does not resolve its boundary. Zero alone cannot split. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_854751327b62e248	M8SID_3b92dfcc2a1d077e	M8SID_9f67c7e74f7f9587	сервис аналитика продаж на маркетплейсах	Финансовый отчет WILDBERRIES – как читать?	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_956f5b657f216b85	M8SID_3b92dfcc2a1d077e	M8SID_a0b46005e544f2a9	сервис аналитика продаж на маркетплейсах	Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_e9f7203e65b1d6ee	M8SID_3b92dfcc2a1d077e	M8SID_a0eeffff2d867dcb	сервис аналитика продаж на маркетплейсах	Отчёт по возвратам Wildberries: разбор операций и удержаний	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_22dd0ec29ed02f8b	M8SID_3b92dfcc2a1d077e	M8SID_a5452022da8e1c54	сервис аналитика продаж на маркетплейсах	Аналитика Wildberries: отчёты, метрики и дашборды продавца	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_ef77d1fd390dee0c	M8SID_3b92dfcc2a1d077e	M8SID_a6dbb52f9468a6a4	сервис аналитика продаж на маркетплейсах	chatgpt для wildberries	F3	F2	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00002	0	20	0.000000	0	40	0.000000	0	17	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00002:RU225:TOP100	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_f3868a5e7afa0db7	M8SID_3b92dfcc2a1d077e	M8SID_a7efef13fa5d09dc	сервис аналитика продаж на маркетплейсах	ДРР на Wildberries — как рассчитать и оптимизировать	F3	F6	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_5c54b281abead160	M8SID_3b92dfcc2a1d077e	M8SID_a80ecbe39e0f75b9	сервис аналитика продаж на маркетплейсах	Как читать и анализировать финансовый отчёт Wildberries	F3	F3	DIFFERENT	DIFFERENT	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M9BRW2Q_014_a80ecbe39e0f75b9	0	20	0.000000	0	40	0.000000	0	20	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRW2Q_014_a80ecbe39e0f75b9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_7ebf3bb50f6ee4ed	M8SID_3b92dfcc2a1d077e	M8SID_ad9d528ae20638a6	сервис аналитика продаж на маркетплейсах	сервис аналитики на маркетплейсах отзывы	F3	F3	COMPATIBLE	SAME	SAME	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M9BRQ_025_ad9d528ae20638a6	1	19	0.052632	2	38	0.052632	1	15	0.066667	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_025_ad9d528ae20638a6:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_SEARCH_EVIDENCE_CONFLICT	Exact URL Top10 1/19, Top20 2/38; overlap cannot by itself establish shared page, and divergence alone cannot split. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_cdcf66d7b4f8a7d5	M8SID_3b92dfcc2a1d077e	M8SID_aeb8b283519ced02	сервис аналитика продаж на маркетплейсах	ии для продаж на маркетплейсах	F3	F3	AMBIGUOUS	SAME	SAME	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_OTHER_BOUNDARY	Accepted task/product relation is ambiguous; a Search snapshot cannot make a new product fact. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_de5ff30c7c238e55	M8SID_3b92dfcc2a1d077e	M8SID_afe48225d34ce12b	сервис аналитика продаж на маркетплейсах	лучшие сервисы аналитики маркетплейсов	F3	F3	COMPATIBLE	SAME	SAME	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00030	0	20	0.000000	1	39	0.025641	0	19	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00030:RU225:TOP100	H_INSUFFICIENT_BOUNDARY	HOLD_BOUNDARY	H_OTHER_BOUNDARY	Exact URL Top10 0/20, Top20 1/39; semantic relation permits same job but Search does not resolve its boundary. Zero alone cannot split. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_5e11715cde0b36f8	M8SID_3b92dfcc2a1d077e	M8SID_b02e9e70557692e0	сервис аналитика продаж на маркетплейсах	ии помощник селлера	F3	F4	DIFFERENT	AMBIGUOUS	AMBIGUOUS	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00028	0	20	0.000000	0	40	0.000000	0	20	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00028:RU225:TOP100	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_1ead64d469a0120b	M8SID_3b92dfcc2a1d077e	M8SID_b2c582967d3dea97	сервис аналитика продаж на маркетплейсах	Как читать финансовый отчет WILDBERRIES за 5 минут?	F3	F3	DIFFERENT	DIFFERENT	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_287ab312099256e6	M8SID_3b92dfcc2a1d077e	M8SID_b494df2d754aba5f	сервис аналитика продаж на маркетплейсах	Отчет «География» в разделах «Продавцы» и «Бренды»	F3	F3	DIFFERENT	AMBIGUOUS	AMBIGUOUS	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_5ba9a66fcfb30e2e	M8SID_3b92dfcc2a1d077e	M8SID_b5ddcf597a798e80	сервис аналитика продаж на маркетплейсах	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	F3	F3	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_96dbeba4f34a199b	M8SID_3b92dfcc2a1d077e	M8SID_b5ea13003e4c370e	сервис аналитика продаж на маркетплейсах	где скачать отчет о выкупах маркетплейсов	F3	F3	DIFFERENT	DIFFERENT	SAME	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M9BRW2Q_008_b5ea13003e4c370e	0	20	0.000000	0	40	0.000000	0	18	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
M9PAIR_4ee6faecd18b4454	M8SID_3b92dfcc2a1d077e	M8SID_bc3305b7d5adfb2b	сервис аналитика продаж на маркетплейсах	ии агент для wildberries	F3	F1	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	BOTH_CURRENT_SERP	M9BRQ_013_3b92dfcc2a1d077e	M4QR2Q00006	0	20	0.000000	0	40	0.000000	0	20	0.000000	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00006:RU225:TOP100	A_CURRENT_SERP_BILATERAL	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.
