semantic_identity_id	canonical_display_text	m8_primary_state	m9_eligibility	current_exact_serp_state	current_query_id	query_form_class	query_form_basis	preacquisition_disposition	disposition_basis	unicode_codepoint_length	word_count	provider_limit_status	boundary_impact_ref	m8_demand_evidence_state	m8_demand_evidence_refs	claim_boundary
M8SID_d0cfc29dc443bd98	ии агент для озон	WORKING	CLUSTER_ELIGIBLE	CURRENT_EXACT_RU225	M4QR2Q00007	NOT_APPLICABLE_EXISTING_ANCHOR	Frozen current M9 Search anchor; no duplicate acquisition.	EXISTING_CURRENT_SEARCH_ANCHOR	Already mapped to current exact RU225 Search authority.	17	4	PASS		M2R_DIRECT_RESULT|TESTED_SEED	M2R:line=214:B01/B01-06 | M2R:line=463:B02/B02-07 | M2R:line=464:B02/B02-07	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_d7ea4f8099802690	Интеграция ChatGPT (OpenAI) и Wildberries	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	PAGE_TITLE_OR_SOURCE_PHRASE	the exact provider/marketplace pairing has a source integration-page title shape; no accepted M2R exact-query lineage; searching this string could test source retrieval rather than the M9 task boundary.	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	Exact source/title wording fails useful user-query proof; no rewrite.	41	5	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_d7ea4f8099802690	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_d9a5cc3e810be381	отчеты для селлеров маркетплейсов	WORKING	CLUSTER_ELIGIBLE	CURRENT_EXACT_RU225	M4QR2Q00012	NOT_APPLICABLE_EXISTING_ANCHOR	Frozen current M9 Search anchor; no duplicate acquisition.	EXISTING_CURRENT_SEARCH_ANCHOR	Already mapped to current exact RU225 Search authority.	33	4	PASS		NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_dd5178f08e076841	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	AMBIGUOUS_QUERY_FORM	Long compound task statement may be an editorial headline; exact query use is uncertain.	QUERY_FORM_AMBIGUOUS_HOLD	Exact wording unresolved; no provider release.	64	9	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_dd5178f08e076841	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_def0afbc32106614	Сводный отчёт по продавцу	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	AMBIGUOUS_QUERY_FORM	Could be the exact title of a native seller report; standalone search formulation unproven.	QUERY_FORM_AMBIGUOUS_HOLD	Exact wording unresolved; no provider release.	25	4	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_def0afbc32106614	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_df79f0c3371689ed	Отчёт о продажах Wildberries: как читать и выгружать	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	PAGE_TITLE_OR_SOURCE_PHRASE	the exact text contains a headline colon and a second editorial clause; no accepted M2R exact-query lineage; searching this string could test source retrieval rather than the M9 task boundary.	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	Exact source/title wording fails useful user-query proof; no rewrite.	52	8	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_df79f0c3371689ed	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_e008cf0c1b28b363	аналитика маркетплейсов с ии	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_TOTALCOUNT_ONLY_SEED; empty/totalCount-only is not positive demand.	WAVE1_SEARCH_CANDIDATE	Named one-sided HOLD; passed query/limits/duplicate gates; deterministic Wave 1 rank.	28	4	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_e008cf0c1b28b363	M2R_TOTALCOUNT_ONLY_SEED	M2R:line=182:B01/B01-04	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_e10faa73a1384257	отчеты для селлеров	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_TESTED_SEED; empty/totalCount-only is not positive demand.	WAVE1_SEARCH_CANDIDATE	Named one-sided HOLD; passed query/limits/duplicate gates; deterministic Wave 1 rank.	19	3	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_e10faa73a1384257	M2R_TESTED_SEED	M2R:line=884:M2R/M2R-A04	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_eaab889abab5ccd5	ии для работы с маркетплейсами	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_DIRECT_RESULT|TESTED_SEED; empty/totalCount-only is not positive demand.	DEFER_SEARCH_CANDIDATE	Query passes gates; bounded first wave ranks earlier candidates higher.	30	5	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_eaab889abab5ccd5	M2R_DIRECT_RESULT|TESTED_SEED	M2R:line=32:B01/B01-01 | M2R:line=366:B02/B02-02 | M2R:line=367:B02/B02-02	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_ed13eac8643c4ddc	Интеграция Gemini AI и Ozon Seller	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	PAGE_TITLE_OR_SOURCE_PHRASE	the exact provider/marketplace pairing has a source integration-page title shape; no accepted M2R exact-query lineage; searching this string could test source retrieval rather than the M9 task boundary.	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	Exact source/title wording fails useful user-query proof; no rewrite.	34	6	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_ed13eac8643c4ddc	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_ed858336de500ab2	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	PAGE_TITLE_OR_SOURCE_PHRASE	the exact text contains a headline colon and a second editorial clause; no accepted M2R exact-query lineage; searching this string could test source retrieval rather than the M9 task boundary.	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	Exact source/title wording fails useful user-query proof; no rewrite.	69	8	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_ed858336de500ab2	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_ee6b9436900836db	отчет маркетплейса озон	WORKING	CLUSTER_ELIGIBLE	CURRENT_EXACT_RU225	M4QR2Q00033	NOT_APPLICABLE_EXISTING_ANCHOR	Frozen current M9 Search anchor; no duplicate acquisition.	EXISTING_CURRENT_SEARCH_ANCHOR	Already mapped to current exact RU225 Search authority.	23	3	PASS		M2R_DIRECT_RESULT	M2R:line=835:M2R/M2R-A03	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_f1b688e71eecda16	программы аналитика маркетплейсов	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_DIRECT_RESULT; empty/totalCount-only is not positive demand.	WAVE1_SEARCH_CANDIDATE	Named one-sided HOLD; passed query/limits/duplicate gates; deterministic Wave 1 rank.	33	3	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_f1b688e71eecda16	M2R_DIRECT_RESULT	M2R:line=675:M2R/M2R-A01	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_f326261dec0f180d	аналитика показателей продавца	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	NATURAL_EXACT_SEARCH_PROBE_NO_DEMAND	Plain seller analytics task phrase; no title device or rewrite.	WAVE1_SEARCH_CANDIDATE	Named one-sided HOLD; passed query/limits/duplicate gates; deterministic Wave 1 rank.	30	3	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_f326261dec0f180d	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_f56a9426dbf7f0a2	сервис аналитика маркетплейсов бесплатно	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_DIRECT_RESULT; empty/totalCount-only is not positive demand.	WAVE1_SEARCH_CANDIDATE	Named one-sided HOLD; passed query/limits/duplicate gates; deterministic Wave 1 rank.	40	4	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_f56a9426dbf7f0a2	M2R_DIRECT_RESULT	M2R:line=311:B01/B01-14 | M2R:line=687:M2R/M2R-A01	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_f5fd17b7b76a574d	ДРР на Wildberries и Ozon: что это, формула и какая норма	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	PAGE_TITLE_OR_SOURCE_PHRASE	the exact text contains a headline colon and a second editorial clause; no accepted M2R exact-query lineage; searching this string could test source retrieval rather than the M9 task boundary.	PERSISTENT_HOLD_NO_EXACT_QUERY_PROBE	Exact source/title wording fails useful user-query proof; no rewrite.	57	11	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_f5fd17b7b76a574d	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_f89f2eed596da6c9	как загрузить отчеты маркетплейса	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_DIRECT_RESULT; empty/totalCount-only is not positive demand.	DEFER_SEARCH_CANDIDATE	Query passes gates; bounded first wave ranks earlier candidates higher.	33	4	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_f89f2eed596da6c9	M2R_DIRECT_RESULT	M2R:line=841:M2R/M2R-A03	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_fb4d67f1c380d11c	аналитика маркетплейсов топ сервисов	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	DEMAND_OR_TESTED_EXACT_QUERY	Accepted M2R exact-identity result/tested-seed lineage: M2R_DIRECT_RESULT; empty/totalCount-only is not positive demand.	DEFER_SEARCH_CANDIDATE	Query passes gates; bounded first wave ranks earlier candidates higher.	36	4	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_fb4d67f1c380d11c	M2R_DIRECT_RESULT	M2R:line=323:B01/B01-14 | M2R:line=757:M2R/M2R-A01	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_fd88d7d9e3b2e406	chatgpt для маркетплейсов	WORKING	CLUSTER_ELIGIBLE	CURRENT_EXACT_RU225	M4QR2Q00016	NOT_APPLICABLE_EXISTING_ANCHOR	Frozen current M9 Search anchor; no duplicate acquisition.	EXISTING_CURRENT_SEARCH_ANCHOR	Already mapped to current exact RU225 Search authority.	25	3	PASS		M2R_DIRECT_RESULT|TESTED_SEED	M2R:line=279:B01/B01-09 | M2R:line=280:B01/B01-09	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
M8SID_fec20a96bbee4f45	Статистика и аналитика продаж на Wildberries	WORKING	CLUSTER_ELIGIBLE	NO_CURRENT_EXACT_SERP	NONE	AMBIGUOUS_QUERY_FORM	Broad noun phrase also reads like a page heading; its exact query purpose is uncertain.	QUERY_FORM_AMBIGUOUS_HOLD	Exact wording unresolved; no provider release.	44	6	PASS	M9BR_BOUNDARY_IMPACT_LEDGER.tsv#M8SID_fec20a96bbee4f45	NO_ACCEPTED_WORDSTAT_EVIDENCE	NONE	Pre-acquisition planning only; Search probe does not prove Wordstat demand or page ownership.
