occurrence_index	snapshot_id	snapshot_timestamp	extraction_chunk_id	extraction_chunk_status	source_collection_url	raw_href	absolute_url	normalized_identity	identity_class	duplicate_occurrence_rank	first_occurrence_index	unique_or_duplicate	reconciliation_state	accepted_identity_source	r5_url_id	retained_occurrence_id	retained_collection_index	observed_date	observed_title	observed_excerpt	observed_tags	original_extraction_batch	first_seen_provenance
3384	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/proverka-partnerov-marketpleys-2026	https://uniseller.io/blog/proverka-partnerov-marketpleys-2026	https://uniseller.io/blog/proverka-partnerov-marketpleys-2026	ARTICLE	1	3384	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03371	R5O03384	3383	29 июня 2026	Проверка партнёров на маркетплейсах: новые правила с 2026 года	С 1 октября 2026 года Wildberries, Ozon и другие платформы обязаны проверять селлеров и ПВЗ по единым правилам. Разбираем, что изменится для	госрегулирование,маркетплейсы,wildberries,ozon,яндекс маркет,селлер,налоговые проверки,фнс	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3385	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/yandex-market-snizil-komissii-dlya-prodavtsov	https://uniseller.io/blog/yandex-market-snizil-komissii-dlya-prodavtsov	https://uniseller.io/blog/yandex-market-snizil-komissii-dlya-prodavtsov	ARTICLE	1	3385	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03372	R5O03385	3384	29 июня 2026	Яндекс Маркет снизил комиссии: что это значит для селлеров	Яндекс Маркет объявил о снижении комиссий для продавцов. Разбираемся, какие категории товаров попали под изменения и как это повлияет на дох	Яндекс Маркет,комиссии,селлеры,электроника,бытовая техника,маркетплейсы,продажи	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3386	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/iyun-2026-wildberries-ozon-izmeneniya-dlya-sellerov	https://uniseller.io/blog/iyun-2026-wildberries-ozon-izmeneniya-dlya-sellerov	https://uniseller.io/blog/iyun-2026-wildberries-ozon-izmeneniya-dlya-sellerov	ARTICLE	1	3386	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03373	R5O03386	3385	29 июня 2026	Июнь 2026: как Wildberries и Ozon меняют правила игры для селлеров	Разбираем ключевые изменения июня 2026: новые тарифы на хранение и штрафы Wildberries, снижение комиссий Ozon и ужесточение упаковки. Как ад	маркетплейсы,wildberries,ozon,селлер,изменения,тарифы,штрафы,упаковка,комиссии	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3387	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/molodezh-v-biznese-na-marketpleysah	https://uniseller.io/blog/molodezh-v-biznese-na-marketpleysah	https://uniseller.io/blog/molodezh-v-biznese-na-marketpleysah	ARTICLE	1	3387	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03374	R5O03387	3386	29 июня 2026	47% молодых россиян хотят в бизнес: что это значит для селлеров	Почти половина молодых людей до 35 лет видят себя предпринимателями, а маркетплейсы стали для них главным входным билетом в свое дело. Разби		DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3388	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/sezonnye-rasprodazhi-wb-ozon-2026	https://uniseller.io/blog/sezonnye-rasprodazhi-wb-ozon-2026	https://uniseller.io/blog/sezonnye-rasprodazhi-wb-ozon-2026	ARTICLE	1	3388	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03375	R5O03388	3387	29 июня 2026	Сезонные распродажи на Wildberries и Ozon в 2026: как не уйти в минус	Календарь акций Wildberries и Ozon на 2026 год, стратегии скидок и пошаговая подготовка, чтобы продавать с прибылью, а не ради оборота.	маркетплейсы,wildberries,ozon,сезонные распродажи,скидки,селлер,акции	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3389	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/wildberries-skladskie-moshchnosti-64-protsenta	https://uniseller.io/blog/wildberries-skladskie-moshchnosti-64-protsenta	https://uniseller.io/blog/wildberries-skladskie-moshchnosti-64-protsenta	ARTICLE	1	3389	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03376	R5O03389	3388	29 июня 2026	Wildberries нарастила складские мощности на 64%: что это значит для селлеров	Wildberries увеличила вместимость складов на 64% год к году, а лимиты приемки — на 103%. Разбираемся, как это повлияет на селлеров в преддве	Wildberries,склады,логистика,селлеры,маркетплейсы,осенне-зимний сезон	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3390	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/m-video-nachal-prodavat-knigi-chto-eto-znachit-dlya-sellerov	https://uniseller.io/blog/m-video-nachal-prodavat-knigi-chto-eto-znachit-dlya-sellerov	https://uniseller.io/blog/m-video-nachal-prodavat-knigi-chto-eto-znachit-dlya-sellerov	ARTICLE	1	3390	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03377	R5O03390	3389	29 июня 2026	«М.Видео» начал продавать книги: что это значит для селлеров	«М.Видео» запустила продажу книг в рознице и на маркетплейсе. Разбираем, как это меняет рынок и какие возможности открываются для селлеров.	М.Видео,книги,маркетплейсы,селлеры,омниканальность,экосистема	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3391	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/racionalnyj-koshelek-trend-pokupatelej-dlya-sellerov	https://uniseller.io/blog/racionalnyj-koshelek-trend-pokupatelej-dlya-sellerov	https://uniseller.io/blog/racionalnyj-koshelek-trend-pokupatelej-dlya-sellerov	ARTICLE	1	3391	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03378	R5O03391	3390	25 июня 2026	Рациональный кошелёк: как новый тренд покупателей меняет правила для селлеров	Россияне начали покупать меньше, но осознаннее. Гендиректор X5 зафиксировал сдвиг к рациональному потреблению. Разбираем, как это отразится	маркетплейсы,тренды,продажи,селлер,wildberries,ozon	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3392	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/rynok-tekhniki-krasoty-2026-trendy	https://uniseller.io/blog/rynok-tekhniki-krasoty-2026-trendy	https://uniseller.io/blog/rynok-tekhniki-krasoty-2026-trendy	ARTICLE	1	3392	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03379	R5O03392	3391	25 июня 2026	Гаджеты вместо салонов: как изменился рынок техники для красоты в 2026-м	За первый квартал 2026 года россияне купили более 7,4 млн устройств для красоты и ухода на 20,5 млрд рублей. Разбираем главные цифры, лидеро	техника для красоты,тренды рынка,маркетплейсы,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3393	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/oborot-rastet-pribyli-net	https://uniseller.io/blog/oborot-rastet-pribyli-net	https://uniseller.io/blog/oborot-rastet-pribyli-net	ARTICLE	1	3393	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03380	R5O03393	3392	25 июня 2026	Почему ваш оборот на маркетплейсах растет, а прибыль — нет	Рост продаж на Wildberries и Ozon не гарантирует доход. Разбираем на реальных кейсах, как незаметные расходы на логистику, комиссии и хранен	маркетплейсы,учет,прибыль,аналитика,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3394	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/wildberries-news-iyun-2026	https://uniseller.io/blog/wildberries-news-iyun-2026	https://uniseller.io/blog/wildberries-news-iyun-2026	ARTICLE	1	3394	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03381	R5O03394	3393	25 июня 2026	Wildberries в июне: задержки выплат у 76% селлеров, запрет топлива и новые кредиты	Платформа блокирует карточки топлива, задерживает выплаты и запускает потребкредиты. Собрали главные изменения июня 2026, которые напрямую в	маркетплейсы,wildberries,селлер,налоги,фнс,акции,товары	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3395	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/proseli-prodazhi-na-wb-ili-ozon-algoritm-poiska-prichin	https://uniseller.io/blog/proseli-prodazhi-na-wb-ili-ozon-algoritm-poiska-prichin	https://uniseller.io/blog/proseli-prodazhi-na-wb-ili-ozon-algoritm-poiska-prichin	ARTICLE	1	3395	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03382	R5O03395	3394	25 июня 2026	Упали продажи на Wildberries или Ozon: алгоритм поиска причин за 15 минут	Заказы падают, а кабинет показывает цифры без объяснений. Разбираем пошаговый алгоритм диагностики: от проверки остатков до анализа скрытых	маркетплейсы,wildberries,ozon,продажи,селлер,аналитика	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3396	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/wildberries-eapteka-farmrynok-sdelka	https://uniseller.io/blog/wildberries-eapteka-farmrynok-sdelka	https://uniseller.io/blog/wildberries-eapteka-farmrynok-sdelka	ARTICLE	1	3396	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03383	R5O03396	3395	25 июня 2026	Wildberries метит в лидеры фармрынка: что сделка с «Еаптекой» изменит для селлеров	К осени 2026 года Wildberries может поглотить «Еаптеку» и стать главным игроком в онлайн-продаже лекарств. Разбираемся, что стоит за сделкой	маркетплейсы,wildberries,ozon,селлер,фармрынок	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3397	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/roskachestvo-dostavka-produktov-proverka	https://uniseller.io/blog/roskachestvo-dostavka-produktov-proverka	https://uniseller.io/blog/roskachestvo-dostavka-produktov-proverka	ARTICLE	1	3397	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03384	R5O03397	3396	25 июня 2026	Роскачество проверило доставку продуктов: только 5 из 12 сервисов не провалили сборку заказов	Разбитые яйца, растаявшее мороженое и пропавшие товары без предупреждения — Роскачество проверило 12 сервисов доставки еды и выявило системн	доставка,роскачество,продукты питания,e-commerce	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3398	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/proektivnye-voprosy-sobesedovanie	https://uniseller.io/blog/proektivnye-voprosy-sobesedovanie	https://uniseller.io/blog/proektivnye-voprosy-sobesedovanie	ARTICLE	1	3398	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03385	R5O03398	3397	25 июня 2026	22 проективных вопроса для собеседования: как за час узнать правду о кандидате	Прямые вопросы дают заученные ответы. Проективные показывают, как человек реально мыслит. Собрали 22 вопроса, которые помогли нанять 1200 со	собеседование,найм,маркетплейсы,управление	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3399	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/dlina-nazvanij-tovarov-wildberries-ozon-seo	https://uniseller.io/blog/dlina-nazvanij-tovarov-wildberries-ozon-seo	https://uniseller.io/blog/dlina-nazvanij-tovarov-wildberries-ozon-seo	ARTICLE	1	3399	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03386	R5O03399	3398	25 июня 2026	Названия товаров на Wildberries и Ozon: сколько символов нужно для продаж	Длинные названия душат конверсию, короткие — убивают SEO. Разбираемся, где золотая середина для карточек на Wildberries и Ozon, и как угодит	wildberries,ozon,SEO,название товара,карточка товара,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3400	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/skrytye-kharakteristiki-wildberries-2026	https://uniseller.io/blog/skrytye-kharakteristiki-wildberries-2026	https://uniseller.io/blog/skrytye-kharakteristiki-wildberries-2026	ARTICLE	1	3400	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03387	R5O03400	3399	25 июня 2026	Скрытые характеристики на Wildberries: как селлеру не слить бюджет в 2026	Инструмент, который обещает рост продаж, на деле часто превращается в генератор убытков. Разбираемся, почему скрытые характеристики на ВБ пе	wildberries,скрытые характеристики,продвижение,алгоритмы,сео	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3401	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/kartochki-odezhdy-wb-ozon-cveta-fasony	https://uniseller.io/blog/kartochki-odezhdy-wb-ozon-cveta-fasony	https://uniseller.io/blog/kartochki-odezhdy-wb-ozon-cveta-fasony	ARTICLE	1	3401	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03388	R5O03401	3400	25 июня 2026	Как продавать одежду на ВБ и Озон: цвета, фасоны и карточки, которые покупают	Селлеры теряют до 30% выручки из-за карточек, которые не отвечают на главные вопросы покупателя. Разбираем, как прописывать цвета и фасоны,	карточки товаров,одежда,wildberries,ozon,оптимизация,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3402	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/seo-teksty-dlya-marketpleysov-neyroseti	https://uniseller.io/blog/seo-teksty-dlya-marketpleysov-neyroseti	https://uniseller.io/blog/seo-teksty-dlya-marketpleysov-neyroseti	ARTICLE	1	3402	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03389	R5O03402	3401	25 июня 2026	SEO-тексты для Wildberries и Ozon: как нейросети пишут карточки, которые продают	Поиск внутри маркетплейсов уже не уступает Google и Яндексу. Рассказываем, как с помощью нейросетей создавать SEO-тексты для карточек товаро	SEO-тексты,нейросети,карточки товаров,Wildberries,Ozon,продвижение	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3403	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/sinonimy-v-seo-kartochkakh-marketpleysov	https://uniseller.io/blog/sinonimy-v-seo-kartochkakh-marketpleysov	https://uniseller.io/blog/sinonimy-v-seo-kartochkakh-marketpleysov	ARTICLE	1	3403	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03390	R5O03403	3402	25 июня 2026	Как синонимы в карточках Wildberries и Ozon поднимают продажи	Грамотно вписанные синонимы в описание товара перестают быть просто текстом и превращаются в инструмент для роста позиций. Как это работает	SEO карточки,синонимы,маркетплейсы,Wildberries,Ozon,поисковая оптимизация	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3404	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/kategoriya-tovara-seo-wb-ozon	https://uniseller.io/blog/kategoriya-tovara-seo-wb-ozon	https://uniseller.io/blog/kategoriya-tovara-seo-wb-ozon	ARTICLE	1	3404	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03391	R5O03404	3403	25 июня 2026	Как категория товара на ВБ и Озон меняет выдачу: SEO без иллюзий	Выбор категории на Wildberries и Ozon — не формальность, а рычаг ранжирования. Разбираем, как площадки связывают рубрику с видимостью, и что	маркетплейсы,wildberries,ozon,SEO,селлер,ранжирование	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3405	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/klyuchevye-slova-dlya-marketpleysov-top-5-servisov	https://uniseller.io/blog/klyuchevye-slova-dlya-marketpleysov-top-5-servisov	https://uniseller.io/blog/klyuchevye-slova-dlya-marketpleysov-top-5-servisov	ARTICLE	1	3405	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03392	R5O03405	3404	25 июня 2026	Где селлерам брать ключевые слова: 5 сервисов, которые не сольют бюджет	Слепой перебор ставок в ВБ.Продвижении или SEO без семантики — прямой путь слить бюджет. Разобрали пять инструментов для сбора ключей, от ко	маркетплейсы,ключевые слова,wildberries,ozon,аналитика	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3406	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/klasterizatsiya-zaprosov-wildberries-ozon	https://uniseller.io/blog/klasterizatsiya-zaprosov-wildberries-ozon	https://uniseller.io/blog/klasterizatsiya-zaprosov-wildberries-ozon	ARTICLE	1	3406	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03393	R5O03406	3405	25 июня 2026	Как кластеризация запросов выводит карточку товара в топ на Wildberries и Ozon	Случайный набор ключевиков больше не работает. Чтобы карточка товара попадала в релевантную выдачу, селлеры осваивают кластеризацию запросов	маркетплейсы,wildberries,ozon,продажи,селлер,сервисы	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3407	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/ozon-10-novyh-skladov-2026	https://uniseller.io/blog/ozon-10-novyh-skladov-2026	https://uniseller.io/blog/ozon-10-novyh-skladov-2026	ARTICLE	1	3407	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03394	R5O03407	3406	25 июня 2026	Ozon ставит на скорость: 10 новых складов до конца 2026 года	Маркетплейс форсирует логистику, чтобы сократить сроки доставки до одного дня. Что это значит для селлеров — от новых лимитов до пересмотра	озон,склады,логистика,фулфилмент,маркетплейсы,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3408	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/brendovaya-polka-ozon-kak-nastroit	https://uniseller.io/blog/brendovaya-polka-ozon-kak-nastroit	https://uniseller.io/blog/brendovaya-polka-ozon-kak-nastroit	ARTICLE	1	3408	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03395	R5O03408	3407	25 июня 2026	Как брендовая полка Ozon превращает просмотры в продажи	Брендовая полка на Ozon — не просто баннер, а инструмент продаж с оплатой за клики. Разбираем механику, настройку и связку с товарной реклам	ozon,брендовая полка,реклама,продвижение,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3409	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/sertifikacija-travjanyh-sborov-dlja-marketplejsov	https://uniseller.io/blog/sertifikacija-travjanyh-sborov-dlja-marketplejsov	https://uniseller.io/blog/sertifikacija-travjanyh-sborov-dlja-marketplejsov	ARTICLE	1	3409	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03396	R5O03409	3408	25 июня 2026	Как селлеру законно продавать травяные сборы на Wildberries и Ozon	Вы загружаете на Wildberries чай с чабрецом, а карточку блокируют. Покупатели требуют натуральное, но без декларации вы вне закона. Разбирае	сертификация,маркетплейсы,wildberries,ozon,травяные сборы,селлер,честный знак,декларация о соответствии	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3410	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/postanovlenie-ks-rf-39-p-marketpleysy-kontrafakt	https://uniseller.io/blog/postanovlenie-ks-rf-39-p-marketpleysy-kontrafakt	https://uniseller.io/blog/postanovlenie-ks-rf-39-p-marketpleysy-kontrafakt	ARTICLE	1	3410	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03397	R5O03410	3409	25 июня 2026	Меч Фемиды для маркетплейсов: почему площадки больше не спрячутся за щитом «информационного посредника»	Конституционный суд РФ разъяснил, когда владельцы маркетплейсов не смогут уйти от ответственности за контрафакт. Разбираем ключевые выводы П	маркетплейсы,контрафакт,интеллектуальные права,налоговая	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3411	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/rassvet-award-2026-dlya-sellerov	https://uniseller.io/blog/rassvet-award-2026-dlya-sellerov	https://uniseller.io/blog/rassvet-award-2026-dlya-sellerov	ARTICLE	1	3411	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03398	R5O03411	3410	25 июня 2026	PR-премия Rassvet.award 2026: как селлеру выделиться и получить 300 000 рублей	Приём заявок на премию для пиарщиков IT и digital открыт. Участие могут принять и селлеры с сильными кейсами. Разбираем номинации, бюджет и	маркетплейсы,продвижение,селлер,PR,Wildberries,Ozon	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3412	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/shtrafy-dlya-marketpleysov-zakon-289-fz	https://uniseller.io/blog/shtrafy-dlya-marketpleysov-zakon-289-fz	https://uniseller.io/blog/shtrafy-dlya-marketpleysov-zakon-289-fz	ARTICLE	1	3412	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03399	R5O03412	3411	25 июня 2026	Штрафы для маркетплейсов: как закон 289-ФЗ изменит жизнь селлеров с 1 октября	С 1 октября 2026 года за ценовое давление и незаконные блокировки Wildberries и Ozon начнут штрафовать на суммы до полумиллиона рублей. Разб	маркетплейсы,wildberries,ozon,закон 289-ФЗ,штрафы,селлер	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3413	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/lamoda-rost-17-procentov-rossiyskie-brendy	https://uniseller.io/blog/lamoda-rost-17-procentov-rossiyskie-brendy	https://uniseller.io/blog/lamoda-rost-17-procentov-rossiyskie-brendy	ARTICLE	1	3413	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03400	R5O03413	3412	25 июня 2026	Как Lamoda растёт на 17%, пока другие падают: ставка на российские бренды и чистые ПВЗ	Гендиректор Lamoda Максим Гришаков раскрыл секрет роста маркетплейса на 17% вопреки стагнации рынка. Ключевые драйверы — российские бренды,	Lamoda,маркетплейсы,российские бренды,fashion-ритейл,продажи,Wildberries,Ozon	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
3414	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_014	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/auditoriya-marketpleysov-stagniruet-chto-delat-selleram	https://uniseller.io/blog/auditoriya-marketpleysov-stagniruet-chto-delat-selleram	https://uniseller.io/blog/auditoriya-marketpleysov-stagniruet-chto-delat-selleram	ARTICLE	1	3414	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U03401	R5O03414	3413	25 июня 2026	Рост аудитории маркетплейсов остановился: что это значит для селлеров	Эпоха безудержного роста посещаемости Wildberries и Ozon закончилась. В 2026 году прирост аудитории замедлился до 1-3%, а расходы покупателе	маркетплейсы,wildberries,ozon,продажи,селлер,аналитика	DOM_BATCH_07	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
