candidate_delta_id	target_id	registry_id	source_url	page_role	raw_candidate_text	normalized_comparison_key	source_location_or_context	reconciliation_status	existing_m4c_candidate_ids	semantic_notes	proposed_m6_route	claim_boundary
M4QR2CD00069	M4QR2TR0035	REG042	https://selsup.ru/blog/gde-v-ozone-najti-finansovyj-otchet/	ARTICLE_OR_GUIDE	Как вручную сверить выплату за месяц	как вручную сверить выплату за месяц	H2[5]; Отчёт о реализации Ozon: где найти и как сверить выплату	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00070	M4QR2TR0036	REG042	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	ARTICLE_OR_GUIDE	ИИ-офис для селлеров: как агенты управляют процессами маркетплейсов	ии-офис для селлеров: как агенты управляют процессами маркетплейсов	H1; ИИ-офис для селлеров: как агенты управляют процессами маркетплейсов	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00071	M4QR2TR0036	REG042	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	ARTICLE_OR_GUIDE	Как устроен ИИ‑офис селлера	как устроен ии‑офис селлера	H2[2]; ИИ-офис для селлеров: как агенты управляют процессами маркетплейсов	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00072	M4QR2TR0036	REG042	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	ARTICLE_OR_GUIDE	Как понять, что пилот можно масштабировать?	как понять, что пилот можно масштабировать?	H3[18]; ИИ-офис для селлеров: как агенты управляют процессами маркетплейсов	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00073	M4QR2TR0037	REG042	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	ARTICLE_OR_GUIDE	Как создать карточку товара на Wildberries в 2026 году: пошаговая инструкция	как создать карточку товара на wildberries в 2026 году: пошаговая инструкция	H1; Как создать карточку товара на Wildberries в 2026 году: пошаговая инструкция	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00074	M4QR2TR0037	REG042	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	ARTICLE_OR_GUIDE	Как продавать ювелирные изделия на Wildberries по FBS и FBW	как продавать ювелирные изделия на wildberries по fbs и fbw	H3[11]; Как создать карточку товара на Wildberries в 2026 году: пошаговая инструкция	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00075	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как стать продавцом на Wildberries в 2026 году	как стать продавцом на wildberries в 2026 году	H1; Как стать продавцом на Wildberries в 2026 году	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00076	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как проверить товар, документы и маркировку	как проверить товар, документы и маркировку	H2[4]; Как стать продавцом на Wildberries в 2026 году	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00077	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как выбрать схему работы и логистику	как выбрать схему работы и логистику	H2[5]; Как стать продавцом на Wildberries в 2026 году	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00078	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как рассчитать бюджет и прибыль до старта	как рассчитать бюджет и прибыль до старта	H2[6]; Как стать продавцом на Wildberries в 2026 году	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00079	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как зарегистрироваться на WB Partners	как зарегистрироваться на wb partners	H2[8]; Как стать продавцом на Wildberries в 2026 году	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00080	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как SelSup помогает управлять продажами	как selsup помогает управлять продажами	H2[27]; Как стать продавцом на Wildberries в 2026 году	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00081	M4QR2TR0038	REG042	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	ARTICLE_OR_GUIDE	Как продавать ювелирные изделия на Wildberries по FBS и FBW	как продавать ювелирные изделия на wildberries по fbs и fbw	H3[30]; Как стать продавцом на Wildberries в 2026 году	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00082	M4QR2TR0039	REG042	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	ARTICLE_OR_GUIDE	Как внутренняя аналитика маркетплейсов помогает увеличить выручку магазина	как внутренняя аналитика маркетплейсов помогает увеличить выручку магазина	H1; Как внутренняя аналитика маркетплейсов помогает увеличить выручку магазина	ALREADY_PRESENT	M4CCAND004700	Exact-safe raw wording already occurs in accepted M4C (1 source occurrences; same entity=1); no new demand claim.	KEEP_EXISTING_M4C_M6_ROUTE	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00083	M4QR2TR0039	REG042	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	ARTICLE_OR_GUIDE	Как увеличить продажи с помощью внутренней аналитики маркетплейсов	как увеличить продажи с помощью внутренней аналитики маркетплейсов	H2[6]; Как внутренняя аналитика маркетплейсов помогает увеличить выручку магазина	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00084	M4QR2TR0039	REG042	https://selsup.ru/blog/kak-vnutrennyaya-analitika-marketplejsov-pomogaet-uvelichit-vyruchku-magazina/	ARTICLE_OR_GUIDE	Как продавать ювелирные изделия на Wildberries по FBS и FBW	как продавать ювелирные изделия на wildberries по fbs и fbw	H3[14]; Как внутренняя аналитика маркетплейсов помогает увеличить выручку магазина	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00085	M4QR2TR0040	REG042	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	ARTICLE_OR_GUIDE	Какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	H1; Какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	ALREADY_PRESENT	M4CCAND004719	Exact-safe raw wording already occurs in accepted M4C (1 source occurrences; same entity=1); no new demand claim.	KEEP_EXISTING_M4C_M6_ROUTE	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00086	M4QR2TR0040	REG042	https://selsup.ru/blog/kakie-vidy-pribyli-sushhestvuyut-i-zachem-ih-schitat-pri-torgovle-na-marketplejsa/	ARTICLE_OR_GUIDE	Как анализировать разные виды прибыли	как анализировать разные виды прибыли	H2[5]; Какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00087	M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	H1; Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00088	M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	Как выбрать программу для FBO и FBS	как выбрать программу для fbo и fbs	H2[5]; Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00089	M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	Как проверить финансовую аналитику	как проверить финансовую аналитику	H2[6]; Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00090	M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	Как посчитать окупаемость сервиса	как посчитать окупаемость сервиса	H2[7]; Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00091	M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	Проверка сервиса перед покупкой	проверка сервиса перед покупкой	H2[8]; Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00092	M4QR2TR0041	REG042	https://selsup.ru/blog/servisy-analitiki-prodazh-na-marketplejsah-top-6-dlya-vseh-ploshhadok/	ARTICLE_OR_GUIDE	Как продавать ювелирные изделия на Wildberries по FBS и FBW	как продавать ювелирные изделия на wildberries по fbs и fbw	H3[17]; Сервисы для работы с маркетплейсами в 2026 году: что выбрать селлеру	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00093	M4QR2TR0042	REG042	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	ARTICLE_OR_GUIDE	Нейросети для маркетплейсов: 8 сервисов и их тарифы	нейросети для маркетплейсов: 8 сервисов и их тарифы	H1; Нейросети для маркетплейсов: 8 сервисов и их тарифы	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00094	M4QR2TR0042	REG042	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/	ARTICLE_OR_GUIDE	Как часто надо перепроверять тарифы?	как часто надо перепроверять тарифы?	H3[25]; Нейросети для маркетплейсов: 8 сервисов и их тарифы	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00095	M4QR2TR0043	REG042	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	ARTICLE_OR_GUIDE	Как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	H1; Как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	ALREADY_PRESENT	M4CCAND005758	Exact-safe raw wording already occurs in accepted M4C (1 source occurrences; same entity=1); no new demand claim.	KEEP_EXISTING_M4C_M6_ROUTE	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00096	M4QR2TR0043	REG042	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	ARTICLE_OR_GUIDE	Как устроена гипотеза, которую можно проверить	как устроена гипотеза, которую можно проверить	H2[4]; Как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00097	M4QR2TR0043	REG042	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	ARTICLE_OR_GUIDE	Как считать результат	как считать результат	H2[10]; Как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00098	M4QR2TR0043	REG042	https://selsup.ru/blog/top-gipotez-dlya-uvelicheniya-pribyli-ot-prodazh-na-marketplejsah/	ARTICLE_OR_GUIDE	Как понять, что тест провалился не из-за гипотезы?	как понять, что тест провалился не из-за гипотезы?	H3[16]; Как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00099	M4QR2TR0044	REG042	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	ARTICLE_OR_GUIDE	Валовая прибыль, выручка и маржинальность на маркетплейсах: формулы и расчёт	валовая прибыль, выручка и маржинальность на маркетплейсах: формулы и расчёт	H1; Валовая прибыль, выручка и маржинальность на маркетплейсах: формулы и расчёт	ALREADY_PRESENT	M4CCAND005846	Exact-safe raw wording already occurs in accepted M4C (1 source occurrences; same entity=1); no new demand claim.	KEEP_EXISTING_M4C_M6_ROUTE	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00100	M4QR2TR0044	REG042	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	ARTICLE_OR_GUIDE	Прогноз маржинальности и калькулятор комиссий Ozon	прогноз маржинальности и калькулятор комиссий ozon	H3[8]; Валовая прибыль, выручка и маржинальность на маркетплейсах: формулы и расчёт	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00101	M4QR2TR0044	REG042	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	ARTICLE_OR_GUIDE	Как считать помесячно и по каждому артикулу	как считать помесячно и по каждому артикулу	H2[10]; Валовая прибыль, выручка и маржинальность на маркетплейсах: формулы и расчёт	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
