diagnostic_id	semantic_identity_id	diagnostic_class	observed_conflict	expected_review	final_resolution	changed_by_diagnostic	sibling_impact_checked	notes
M8D000412	M8SID_628c23de3a309915	EXTERNAL_INTERNAL_ANALYTICS	рынок нишевых маркетплейсов в россии: 990 млрд рублей в 2025 и новые точки роста	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00358:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000413	M8SID_76f4b436aef8de1d	BUYER_SELLER_ROLE	самозапрет на покупки на маркетплейсах не введут: депутат назвал идею «бредом»	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00916:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000414	M8SID_5c875bc1ffb346dc	EXTERNAL_INTERNAL_ANALYTICS	M6SRC00200:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00200:HOLD_AMBIGUOUS; Product Truth current
M8D000415	M8SID_c9c2afec77c13fb9	EXTERNAL_INTERNAL_ANALYTICS	самые продаваемые товары на wildberries в 2026 году: топ популярных ниш для новичка на маркетплейсе вайлдберриз | разбор статистики	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000416	M8SID_adfb60040b301f4f	EXTERNAL_INTERNAL_ANALYTICS	самые продаваемые товары на wildberries в 2026: выбор ниши и товара	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_PRODUCT_SCOPE_CONFLICT; SCOPE_CONFLICT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06020:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000417	M8SID_32ad0b1b50dad26a	EXTERNAL_INTERNAL_ANALYTICS	M6SRC01448:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01448:HOLD_AMBIGUOUS; Product Truth current
M8D000418	M8SID_76f4226f835b67b7	EXTERNAL_INTERNAL_ANALYTICS	самые продаваемые товары на озон 2026 году: что лучше продавать на маркетплейсе ozon и выбрать прибыльные категории и ниши	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000419	M8SID_affc56c57767a39f	HUMAN_SOFTWARE_ROLE	селлер заплатил 42 000 рублей за подписку «джем» после обучения в школе wildberries	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05159:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000420	M8SID_53ce34072e6778bf	MARKETPLACE_SCOPE_MIX	селлеры бегут с маркетплейсов: почему бизнес уходит с wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01245:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000421	M8SID_f454ca4b7305e55a	MARKETPLACE_SCOPE_MIX	селлеры уходят с wildberries и ozon: число продавцов сократилось на 6,9%	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02925:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000422	M8SID_40984ebd88db017b	EXTERNAL_INTERNAL_ANALYTICS	сервис аналитики ozon — анализ продаж, товаров и конкурентов | mpstats	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000423	M8SID_bf811c82d3740f0a	EXTERNAL_INTERNAL_ANALYTICS	сервис аналитики маркетплейсов — анализ продаж, товаров и конкурентов | mpstats	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000424	M8SID_964e6e222a74fccd	MARKETPLACE_SCOPE_MIX	M6SRC04667:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04667:HOLD_AMBIGUOUS; Product Truth current
M8D000425	M8SID_a4d8e6a9bcf6c402	HUMAN_SOFTWARE_ROLE	система найма на wildberries: директорский подход	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00273:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000426	M8SID_8c19eda4549ef9bd	MARKETPLACE_SCOPE_MIX	сломался отчёт, python, google app script для wb, ozon из-за изменений api? — не беда, починим!	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_DEVELOPER_INTENT; DEVELOPER_COLLISION	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000427	M8SID_69148bedec7902c7	EXTERNAL_INTERNAL_ANALYTICS	смертельные ошибки при выборе ниши и товара для wildberries: избегайте неудач	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00627:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000428	M8SID_6d7a9ecd4400e074	MARKETPLACE_SCOPE_MIX	создание описания для маркетплейсов wildberries, ozon и других с помощью chatgpt	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_CARD_CONTENT_BOUNDARY; CARD_BOUNDARY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06099:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000429	M8SID_c06972a25bcdceeb	EXTERNAL_INTERNAL_ANALYTICS	M6SRC01619:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01619:HOLD_AMBIGUOUS; Product Truth current
M8D000430	M8SID_a660ab631e9de5bf	READ_ONLY_MUTATION	создать карточки для маркетплейсов ии	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=8:B01/B01-01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000431	M8SID_4d1cb9d2fea7a43d	READ_ONLY_MUTATION	создать карточки для маркетплейсов онлайн с ии	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=22:B01/B01-01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000432	M8SID_71dc41372cf3046a	READ_ONLY_MUTATION	создать карточку для маркетплейса ии бесплатно	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=24:B01/B01-01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000433	M8SID_9811ce8fbc53253a	READ_ONLY_MUTATION	создать карточку для маркетплейса нейросеть	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=114:B01/B01-02; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000434	M8SID_d80e369a2c16cd98	READ_ONLY_MUTATION	создать карточку для маркетплейса нейросеть бесплатно	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=139:B01/B01-02; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000435	M8SID_13e83dba2cbf0791	READ_ONLY_MUTATION	создать карточку для озон ии	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=210:B01/B01-06; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000436	M8SID_af9628bb4e7da6c2	READ_ONLY_MUTATION	создать карточку товара для озон ии	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=212:B01/B01-06; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000437	M8SID_5470d02369f41d01	MARKETPLACE_SCOPE_MIX	M6SRC02344:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02344:HOLD_AMBIGUOUS; Product Truth current
M8D000438	M8SID_da4aa16d121d6221	MARKETPLACE_SCOPE_MIX	сравнение ozon и wildberries: где выгоднее продавать? выбираем маркетплейс для торговли	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05113:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000439	M8SID_3486ba2ec5e9834e	MARKETPLACE_SCOPE_MIX	сравнение сервисов автоответов и аналитики отзывов для wildberries и ozon в 2026 году	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04188:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000440	M8SID_3838b7f6507ee13d	BUYER_SELLER_ROLE	средний чек на маркетплейсах снизился до 1 969 рублей — покупатели перешли на мелкие повседневные траты	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03689:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000441	M8SID_50da0a73d214b01e	MARKETPLACE_SCOPE_MIX	считаем вложения для начала бизнеса на маркетплейсах вайлдберриз и озон	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03453:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000442	M8SID_da27c8b031fa30c3	BUYER_SELLER_ROLE	т-банк и ozon запустили совместный проект: покупки на маркетплейсе прямо в приложении банка	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03976:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000443	M8SID_019e78f53eeecf0f	MARKETPLACE_SCOPE_MIX	M6SRC03884:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03884:HOLD_AMBIGUOUS; Product Truth current
M8D000444	M8SID_1f9ea1e4773c30de	MARKETPLACE_SCOPE_MIX	M6SRC03842:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03842:HOLD_AMBIGUOUS; Product Truth current
M8D000445	M8SID_3ca65fab60480a99	EXTERNAL_INTERNAL_ANALYTICS	M6SRC05910:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05910:HOLD_AMBIGUOUS; Product Truth current
M8D000446	M8SID_78546b8a3aaec557	MARKETPLACE_SCOPE_MIX	требования к подпискам wb и ozon для корректной работы агента	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03931:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000447	M8SID_93f541264719d7db	HUMAN_SOFTWARE_ROLE	треть работодателей боятся увольнений из-за низких зарплат, но повышать оклады готовы лишь 17%: как компании удерживают сотрудников без роста доходов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04364:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000448	M8SID_bcde60423ee27c3b	EXTERNAL_INTERNAL_ANALYTICS	M6SRC04973:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04973:HOLD_AMBIGUOUS; Product Truth current
M8D000449	M8SID_eda760463524ab3d	MARKETPLACE_SCOPE_MIX	M6SRC04871:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04871:HOLD_AMBIGUOUS; Product Truth current
M8D000450	M8SID_4b597de806426d8f	MARKETPLACE_SCOPE_MIX	M6SRC02211:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02211:HOLD_AMBIGUOUS; Product Truth current
M8D000451	M8SID_829bdc9af92a7d25	MARKETPLACE_SCOPE_MIX	M6SRC01405:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01405:HOLD_AMBIGUOUS; Product Truth current
M8D000452	M8SID_892e986cd5e41072	READ_ONLY_MUTATION	управление ставками wildberries: минимумы, запросы и безопасный коридор	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02433:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000453	M8SID_34b2be67d98ee1d9	MARKETPLACE_SCOPE_MIX	управление ценами на wildberries и ozon автоматически: репрайсер и правила	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_ACCEPTED_SOURCE_SCOPE; M6_OUT_OF_SCOPE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05418:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000454	M8SID_3b99eaff7a5b3d1a	READ_ONLY_MUTATION	управление ценами через selsup на всех маркетплейсах	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_OTHER_ENTITY_NAVIGATION; NAMED_ENTITY_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04421:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000455	M8SID_67586584ce14407d	HUMAN_SOFTWARE_ROLE	услуги аналитика маркетплейсов	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=760:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000456	M8SID_7e13cf135d56b584	MARKETPLACE_SCOPE_MIX	фас выдала предупреждения wildberries и ozon за навязывание невыгодных условий продавцам	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00015:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000457	M8SID_a81f9b9f7efb87b9	MARKETPLACE_SCOPE_MIX	финансово-управленческий учет для wildberries и ozon — в mpfact	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04325:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000458	M8SID_1d9c946dfe6e0101	MARKETPLACE_SCOPE_MIX	M6SRC04505:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04505:HOLD_AMBIGUOUS; Product Truth current
M8D000459	M8SID_a79afb8beedba209	MARKETPLACE_SCOPE_MIX	хрупкое, электроника, батарейки: три опасные категории для старта на wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05131:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000460	M8SID_421a287c681bd7dd	BUYER_SELLER_ROLE	M6SRC05186:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05186:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000461	M8SID_7611d7ff4224c55a	MARKETPLACE_SCOPE_MIX	M6SRC05077:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05077:HOLD_AMBIGUOUS; Product Truth current
M8D000462	M8SID_4c777e4dd259eb67	MARKETPLACE_SCOPE_MIX	честный знак на wildberries и ozon: кто маркирует товар и что будет без кодов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00775:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000463	M8SID_b5cf65afb4221e18	HUMAN_SOFTWARE_ROLE	четыре фазы развития мозга: найм и увольнение сотрудников на wildberries	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04722:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000464	M8SID_b545357012835bfc	MARKETPLACE_SCOPE_MIX	M6SRC03665:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03665:HOLD_AMBIGUOUS; Product Truth current
M8D000465	M8SID_dd912dba549ec4f0	BUYER_SELLER_ROLE	что делать, если подарочная карта маркетплейса не работает? инструкция для покупателя	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01026:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000466	M8SID_5a49fa352124e9d7	EXTERNAL_INTERNAL_ANALYTICS	что продавать на wildberries в 2026 году: методика выбора ниши	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01437:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000467	M8SID_bb4840bff6c6491c	BUYER_SELLER_ROLE	что такое скидка постоянного покупателя на wildberries и как селлеру ее получить	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01124:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000468	M8SID_6d59654a99b5b915	BUYER_SELLER_ROLE	эксперт предупредил об опасности покупки бад на маркетплейсах: «не все витрины зачищены»	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_BUYER_ONLY; BUYER_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03554:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000469	M8SID_0a09cfd4d50d510b	MARKETPLACE_SCOPE_MIX	M6SRC01972:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01972:HOLD_AMBIGUOUS; Product Truth current
M8D000470	M8SID_a7d53f1847ea1e58	HUMAN_SOFTWARE_ROLE	эффективный найм сотрудников для бизнеса на wildberries: советы и стратегии	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03262:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000471	M8SID_347a261040ffe436	MARKETPLACE_SCOPE_MIX	юнит экономика маркетплейсов wb и ozon - узнайте, какие товары продаются в минус	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000472	M8SID_258ec7de4a072836	MARKETPLACE_SCOPE_MIX	юнит-экономика wildberries и ozon: как считать прибыль по артикулу	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01330:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000473	M8SID_affe485d84e64acc	MARKETPLACE_SCOPE_MIX	юнит-экономика для маркетплейсов: расчет с примерами и шаблонами для скачивания продавцам на wildberries, ozon и яндекс маркете	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_OTHER_ENTITY_NAVIGATION; NAMED_ENTITY_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000474	M8SID_f6afb25e5434c5a4	MARKETPLACE_SCOPE_MIX	юнит-экономика на ozon и wildberries: расчёт по новым тарифам	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05336:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000475	M8SID_918a0b98c8ad37a3	MARKETPLACE_SCOPE_MIX	яндекс доставка в модели «витрина экспресс»: как селлерам wb и ozon ускорить доставку до 1–4 часов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_OTHER_ENTITY_NAVIGATION; NAMED_ENTITY_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05234:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000476	M8SID_438de0f423486dca	MARKETPLACE_SCOPE_MIX	яндекс маркет открыл склады для конкурентов: теперь товары можно хранить у яндекса, а продавать на wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02470:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000477	M8SID_ec35fb3aad890d1a	SOURCE_LAYER_DISAGREEMENT	key=* продвижение l144: * цены l145: * отзывы l146: * внутренняя аналитика l147: * поставки l148: * внешняя аналитика l149: * seo l150: * ai l151: * api; M2R observed_count=NONE; M4Q statuses=NOT_A_PLAUSIBLE_SEARCH_QUERY/OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000478	M8SID_ce7eb6b6c893f3fb	HIGH_FREQUENCY_EXCLUDED	key=a market; M2R observed_count=19832; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000479	M8SID_d4f0bc5a29de06b5	HIGH_FREQUENCY_EXCLUDED	key=agent; M2R observed_count=306127; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
