semantic_identity_id	hold_class	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m9	reopen_trigger	claim_boundary
M8SID_3e77073f0848f271	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00267:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_56b37eee8ce1351f	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_d711459759807272	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=RECOVERED_TARGETED_PAGE_AND_COMPETITOR_WORDING; m6=M6SRC05983:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_059c0f306a185c73	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04879:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_b8979a3e9a44a54b	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05783:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_819591ecacf899c8	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01405:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_30a49a5a1391fd84	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01027:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_3e28c3520c1ecdf2	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04482:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1a38800ca0951631	H_SOURCE_FRAGMENT	Recover an independently plausible user query; page copy or a navigation fragment is not a search task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Recover an independently plausible user query; page copy or a navigation fragment is not a search task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Recover an independently plausible user query; page copy or a navigation fragment is not a search task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f79806c2e7d915da	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01148:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_a6c3d323ba330880	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02344:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_9b1a9fa955ce87a4	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01392:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_4fc0ca2803ee5a86	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02344:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_ac65c6ff8ee9fd3b	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04621:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e7eaa9c738e038fb	H_OTHER_ENTITY_NAVIGATION	Separate named competitor/vendor navigation from the generic Octoport seller task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02823:NO_INCREMENTAL_INFORMATION_GAIN	Separate named competitor/vendor navigation from the generic Octoport seller task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate named competitor/vendor navigation from the generic Octoport seller task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_91e63759c06962b5	H_OTHER_ENTITY_NAVIGATION	Separate named competitor/vendor navigation from the generic Octoport seller task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Separate named competitor/vendor navigation from the generic Octoport seller task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate named competitor/vendor navigation from the generic Octoport seller task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f115e0b275ab02d5	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_0e3e278f8716bb62	H_OTHER_ENTITY_NAVIGATION	Separate named competitor/vendor navigation from the generic Octoport seller task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Separate named competitor/vendor navigation from the generic Octoport seller task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate named competitor/vendor navigation from the generic Octoport seller task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_8d75b3c6d2f578f0	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04080:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_ad19ac87f15e1e89	H_FINANCIAL_COMPLETENESS	Prove input completeness and metric definition before claiming net profit or margin	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04624:NO_INCREMENTAL_INFORMATION_GAIN	Prove input completeness and metric definition before claiming net profit or margin	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Prove input completeness and metric definition before claiming net profit or margin	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c833a3f0fcc5caa1	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03171:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_391b78797f995d9c	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02872:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_3e3ca9b26492e74e	H_FINANCIAL_COMPLETENESS	Prove input completeness and metric definition before claiming net profit or margin	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04071:NO_INCREMENTAL_INFORMATION_GAIN	Prove input completeness and metric definition before claiming net profit or margin	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Prove input completeness and metric definition before claiming net profit or margin	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1dbee13929bbfd82	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01701:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_941fc3804f51bce0	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01405:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c17c258999ac7fc2	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05471:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_9abd6603016eb220	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_2bdacd8046737196	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04057:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_100b5f0b7df65a9d	H_OTHER_ENTITY_NAVIGATION	Separate named competitor/vendor navigation from the generic Octoport seller task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05567:OUT_OF_PRODUCT_SCOPE	Separate named competitor/vendor navigation from the generic Octoport seller task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate named competitor/vendor navigation from the generic Octoport seller task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_fb18d24d6b054a50	H_OTHER_ENTITY_NAVIGATION	Separate named competitor/vendor navigation from the generic Octoport seller task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01607:NO_INCREMENTAL_INFORMATION_GAIN	Separate named competitor/vendor navigation from the generic Octoport seller task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate named competitor/vendor navigation from the generic Octoport seller task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_cc8c55954d56f1ce	H_FINANCIAL_COMPLETENESS	Prove input completeness and metric definition before claiming net profit or margin	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01936:NO_INCREMENTAL_INFORMATION_GAIN	Prove input completeness and metric definition before claiming net profit or margin	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Prove input completeness and metric definition before claiming net profit or margin	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_6825233843369262	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02927:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_32c0c191c27efb02	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02938:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_80cf562780aaa59a	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02638:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_723d3ffe1c3901db	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01856:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e478af8961d204d6	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04428:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c3777094bb70219d	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03467:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_57e4e09969b1241c	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02857:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_0ca2d1b7b0414611	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04187:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_d86694504b212826	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00275:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_6afb00b332dc88fe	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04447:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f525a0cb67ccd469	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02651:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_69d7c6bb537f5374	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00964:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e18ab78fb54da8b2	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03078:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
