execution_query_id	exact_query_text	exact_safe_comparison_key	source_universe_row_ids	source_classes	marketplace_scope	task_or_candidate_groups	existing_demand_evidence	m3_relation	information_gain_question	downstream_decision	planned_search_type	planned_region	planned_page	planned_depth	planned_group_mode	planned_docs_in_group	planned_family_mode	planned_fix_typo_mode	planned_sort	provider_limit_check	batch_id
M4QR2Q00194	Как считать юнит-экономику на WILDBERRIES: не знаешь? Теряешь деньги!	как считать юнит-экономику на wildberries: не знаешь? теряешь деньги!	M4QR2U08559 || M4QR2U15049	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_eb3010c112c284489ea1 / как считать юнит экономику на wildberries не знаешь теряешь деньги	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=69; words=9	M4Q-R2-B001
M4QR2Q00195	Как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	как увеличить прибыль на маркетплейсах в 2026 году: гипотезы, которые стоит проверить	M4QR2U06896 || M4QR2U15036	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_ea8ba65f02bce75c188d / как увеличить прибыль на маркетплейсах в 2026 году гипотезы которые стоит проверить	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=85; words=12	M4Q-R2-B001
M4QR2Q00196	Как улучшить карточку товара на Wildberries: фото, видео, аналитика и ранжирование	как улучшить карточку товара на wildberries: фото, видео, аналитика и ранжирование	M4QR2U05827 || M4QR2U11946	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_67492dcbc0e997de7281 / как улучшить карточку товара на wildberries фото видео аналитика и ранжирование	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=82; words=11	M4Q-R2-B001
M4QR2Q00197	Как успешно развить ваш товар на WildBerries: анализ, выбор и продажи	как успешно развить ваш товар на wildberries: анализ, выбор и продажи	M4QR2U08482 || M4QR2U14200	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_c79a3751269fdbaec3fa / как успешно развить ваш товар на wildberries анализ выбор и продажи	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=69; words=11	M4Q-R2-B001
M4QR2Q00198	Как участвовать в акциях WILDBERRIES с прибылью: подробный гид по расчёту цен	как участвовать в акциях wildberries с прибылью: подробный гид по расчёту цен	M4QR2U08567 || M4QR2U09667	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_03f6a6fe9f0a8fed119b / как участвовать в акциях wildberries с прибылью подробный гид по расчёту цен	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=77; words=12	M4Q-R2-B001
M4QR2Q00199	Как учитывать расходы, не связанные с маркетплейсами, для расчёта чистой прибыли	как учитывать расходы, не связанные с маркетплейсами, для расчёта чистой прибыли	M4QR2U07460 || M4QR2U12311	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_777889f562f91213e12d / как учитывать расходы не связанные с маркетплейсами для расчёта чистой прибыли	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=80; words=11	M4Q-R2-B001
M4QR2Q00200	Как читать и анализировать отчеты о продажах на Wildberries	как читать и анализировать отчеты о продажах на wildberries	M4QR2U04695 || M4QR2U14365	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_cf3281f2e3d2ce35ff57 / как читать и анализировать отчеты о продажах на wildberries	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=59; words=9	M4Q-R2-B001
M4QR2Q00201	Как читать и анализировать финансовый отчёт Wildberries	как читать и анализировать финансовый отчёт wildberries	M4QR2U04416 || M4QR2U12958	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_92ab26eb3e6db6e1b5cf / как читать и анализировать финансовый отчёт wildberries	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=55; words=7	M4Q-R2-B001
M4QR2Q00202	Как читать финансовый отчет WILDBERRIES за 5 минут?	как читать финансовый отчет wildberries за 5 минут?	M4QR2U08518	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_46df6583c743ab1d31b6 / как читать финансовый отчет wildberries за 5 минут	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=51; words=8	M4Q-R2-B001
M4QR2Q00203	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	как читать финансовый отчёт wildberries и сверять итоговую сумму	M4QR2U08949	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_55e9d3472a168a938492 / как читать финансовый отчёт wildberries и сверять итоговую сумму	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=64; words=9	M4Q-R2-B001
M4QR2Q00204	какая маржинальность на маркетплейсах	какая маржинальность на маркетплейсах	M4QR2U01020	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=26	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=37; words=4	M4Q-R2-B001
M4QR2Q00205	Какая маржинальность считается хорошей на Вайлдберриз	какая маржинальность считается хорошей на вайлдберриз	M4QR2U04710 || M4QR2U15008	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_e92707ace119f78989c6 / какая маржинальность считается хорошей на вайлдберриз	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=53; words=6	M4Q-R2-B001
M4QR2Q00206	Какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	M4QR2U05857 || M4QR2U09738	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_074abd88e46c170730f6 / какие виды прибыли существуют и зачем их считать при торговле на маркетплейсах	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=78; words=12	M4Q-R2-B001
M4QR2Q00207	Какие товары продавать на WILDBERRIES. АВС-анализ. Ассортиментная матрица	какие товары продавать на wildberries. авс-анализ. ассортиментная матрица	M4QR2U08591 || M4QR2U15442	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_fb9fafb1f17b7f483bbc / какие товары продавать на wildberries авс анализ ассортиментная матрица	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=73; words=8	M4Q-R2-B001
M4QR2Q00208	Калькулятор Ozon Seller: как рассчитать прибыль с товара	калькулятор ozon seller: как рассчитать прибыль с товара	M4QR2U04468 || M4QR2U13062	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_975759de9d686a5dff2e / калькулятор ozon seller как рассчитать прибыль с товара	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=56; words=8	M4Q-R2-B001
M4QR2Q00209	Калькулятор Ozon: как посчитать прибыль продавца	калькулятор ozon: как посчитать прибыль продавца	M4QR2U05861 || M4QR2U14581	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_d7d1e015727477e48852 / калькулятор ozon как посчитать прибыль продавца	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=48; words=6	M4Q-R2-B001
M4QR2Q00210	Калькулятор Вайлдберриз для продавцов: как посчитать прибыль в 2026 году	калькулятор вайлдберриз для продавцов: как посчитать прибыль в 2026 году	M4QR2U05863 || M4QR2U11889	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_655b36a25cea01914222 / калькулятор вайлдберриз для продавцов как посчитать прибыль в 2026 году	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=72; words=10	M4Q-R2-B001
M4QR2Q00211	Калькулятор комиссии и маржинальности Wildberries: что считать и как проверить результат	калькулятор комиссии и маржинальности wildberries: что считать и как проверить результат	M4QR2U08996 || M4QR2U10505	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_28fe7e076b8443029e7b / калькулятор комиссии и маржинальности wildberries что считать и как проверить результат	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=88; words=11	M4Q-R2-B001
M4QR2Q00212	Калькулятор маржинальности WB и Ozon: расчёт прибыли с продажи	калькулятор маржинальности wb и ozon: расчёт прибыли с продажи	M4QR2U04559 || M4QR2U12376	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_7a618c0cc86f453b5080 / калькулятор маржинальности wb и ozon расчёт прибыли с продажи	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=62; words=9	M4Q-R2-B001
M4QR2Q00213	Калькулятор прибыли Wildberries: как посчитать экономику товара	калькулятор прибыли wildberries: как посчитать экономику товара	M4QR2U05862 || M4QR2U14631	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_d9bd7a9c7e607eaa2c8e / калькулятор прибыли wildberries как посчитать экономику товара	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=63; words=7	M4Q-R2-B001
M4QR2Q00214	Калькулятор прибыли Wildberries: как посчитать юнит-экономику	калькулятор прибыли wildberries: как посчитать юнит-экономику	M4QR2U05768 || M4QR2U11659	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_5b42fd8767ba18117853 / калькулятор прибыли wildberries как посчитать юнит экономику	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=61; words=6	M4Q-R2-B001
M4QR2Q00215	Калькулятор юнит-экономики Wildberries	калькулятор юнит-экономики wildberries	M4QR2U01863 || M4QR2U02125	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4294202257028af5e983 / reporting_finance	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=38; words=3	M4Q-R2-B001
M4QR2Q00216	Калькулятор юнит-экономики товаров на Wildberries	калькулятор юнит-экономики товаров на wildberries	M4QR2U02815	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4294202257028af5e983 / reporting_finance	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=49; words=5	M4Q-R2-B001
M4QR2Q00217	Калькулятор юнит‑экономики Озон — онлайн-таблица расчета	калькулятор юнит‑экономики озон — онлайн-таблица расчета	M4QR2U02031	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4294202257028af5e983 / reporting_finance	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=56; words=6	M4Q-R2-B001
M4QR2Q00218	Карточка товара на Wildberries: создание, заполнение и улучшение	карточка товара на wildberries: создание, заполнение и улучшение	M4QR2U08997 || M4QR2U12504	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_7f8e6f48a1947dcdb4b0 / карточка товара на wildberries создание заполнение и улучшение	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=64; words=8	M4Q-R2-B001
M4QR2Q00219	Карточка товара на Озон: пошаговая инструкция по созданию, заполнению и продвижению	карточка товара на озон: пошаговая инструкция по созданию, заполнению и продвижению	M4QR2U04818 || M4QR2U11927	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_66c15dec3cc10c47be72 / карточка товара на озон пошаговая инструкция по созданию заполнению и продвижению	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=83; words=11	M4Q-R2-B001
M4QR2Q00220	Категории товаров на Wildberries: как оценить прибыль и требования до запуска	категории товаров на wildberries: как оценить прибыль и требования до запуска	M4QR2U08998 || M4QR2U14957	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_e6f3e347e557ebc39f24 / категории товаров на wildberries как оценить прибыль и требования до запуска	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=77; words=11	M4Q-R2-B001
M4QR2Q00221	Кластеры рекламы Wildberries: как пересчитать ДРР и управлять трафиком	кластеры рекламы wildberries: как пересчитать дрр и управлять трафиком	M4QR2U09121 || M4QR2U13055	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_9716425890d40cbdbbe0 / кластеры рекламы wildberries как пересчитать дрр и управлять трафиком	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=70; words=9	M4Q-R2-B001
M4QR2Q00222	Комиссии Wildberries 2026: как пересчитать юнит-экономику и спасти маржу	комиссии wildberries 2026: как пересчитать юнит-экономику и спасти маржу	M4QR2U07935 || M4QR2U14193	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_c76425ff5cbf4118c3ef / комиссии wildberries 2026 как пересчитать юнит экономику и спасти маржу	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=72; words=9	M4Q-R2-B001
M4QR2Q00223	Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая	комиссии на wildberries: почему в отчёте одна ставка, а в тарифах другая	M4QR2U07937 || M4QR2U10876	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_398b738869f4f5a1e1d8 / комиссии на wildberries почему в отчёте одна ставка а в тарифах другая	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=72; words=12	M4Q-R2-B001
